pitch_type,release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
FF,95.4,1.66,5.82,0.82,1.36,1.15,3.52,-3.1475330972620776,-138.9101583140127,-3.484281693083543,11.34522835763416,29.370705661333883,-13.907859882113838,3.42,1.58,94.5,2043.0,5.6,54.88,131.0,1.13,0.82,-0.82
CH,86.1,1.86,5.59,0.81,1.02,1.53,3.15,-2.3893579040891697,-125.51244290139608,-1.6705458273346787,9.059644261489703,24.118094314653472,-21.18341015988968,3.17,1.52,85.3,1675.0,5.6,54.91,133.0,2.03,0.81,-0.81
SL,88.5,1.89,5.66,-0.18,0.45,-1.13,0.72,-6.965849935187517,-128.76948211396413,-6.951368438290268,-0.719693214939833,23.58438333943799,-25.958743489775955,3.27,1.55,88.4,2236.0,6.0,54.54,152.0,2.43,-0.18,0.18
SL,86.6,1.8,5.78,-0.12,0.2,-1.33,1.19,-7.184479670169972,-125.92024493224402,-5.203090796066668,0.0032462980365061,23.03481486476912,-29.257148398628427,3.27,1.55,86.4,2273.0,6.0,54.52,181.0,2.82,-0.12,0.12
SL,88.3,1.76,5.83,-0.24,0.45,-0.71,1.63,-5.448958322874738,-128.5890077809316,-5.088844895112955,-1.6213894832490938,24.400137528225265,-26.326950057309244,3.49,1.6,87.6,2232.0,5.6,54.87,154.0,2.45,-0.24,0.24
SL,86.5,1.71,5.8,-0.18,0.53,0.71,3.28,-2.020111912290282,-126.14096747697896,-0.9983727354198302,-1.5669572014423172,21.21631140959521,-26.43253734472321,3.38,1.74,86.1,2197.0,5.5,54.96,175.0,2.46,-0.18,0.18
FF,93.4,1.8,5.79,0.96,1.05,1.19,3.49,-3.626856081481713,-136.03669322242797,-2.488719500330239,12.7698860975797,28.491024714583403,-18.79220875544213,3.42,1.71,92.3,1995.0,5.5,55.05,134.0,1.55,0.96,-0.96
FF,92.7,1.96,5.83,0.86,1.31,0.57,2.61,-5.336763805049144,-134.98347032233622,-5.302788377112474,11.58314506113236,25.788905740498173,-15.131769690468362,3.49,1.79,91.9,2014.0,5.5,54.99,138.0,1.31,0.86,-0.86
FF,92.8,1.78,5.61,1.21,1.14,0.8,2.55,-5.07641570169747,-135.1111355575934,-4.507542385507095,15.94082111993652,28.4391119932297,-17.45472879321815,3.47,1.59,91.8,2151.0,5.6,54.89,134.0,1.5,1.21,1.21
FF,93.7,1.6,5.7,1.03,1.22,-0.73,2.37,-8.174934402738167,-136.26923054908832,-5.501409208958262,14.613288983818308,28.435442554055815,-15.946276932999572,3.41,1.7,92.6,2227.0,5.6,54.95,138.0,1.37,1.03,1.03
SL,88.2,1.95,5.6,-0.17,0.36,-1.14,0.79,-7.1026758638122205,-128.31830615003324,-6.393762625087327,-0.6041257852926909,23.12726320136491,-27.151801875445564,3.52,1.66,88.0,2268.0,5.9,54.58,152.0,2.54,-0.17,0.17
SL,88.3,1.73,5.81,-0.31,0.44,-1.4,0.99,-6.923654196784077,-128.40960609854184,-6.555981883049698,-2.216039136525662,23.89906526032012,-26.22292439464765,3.53,1.7,88.1,2228.0,6.0,54.54,153.0,2.46,-0.31,0.31
SL,87.1,1.85,5.72,-0.37,0.43,-0.87,0.84,-5.737173775296182,-126.67379613666635,-6.438156142672812,-2.938752940799515,23.516697506937984,-26.52744149151383,3.41,1.56,86.6,2183.0,5.8,54.67,167.0,2.56,-0.37,0.37
SL,86.0,1.94,5.65,-0.23,0.35,-0.55,2.37,-5.382518360640953,-125.26788460702676,-2.271663945154024,-1.444878674238976,23.929565908519027,-28.248779944570984,3.54,1.67,85.4,2186.0,5.7,54.76,160.0,2.71,-0.23,0.23
SL,89.0,1.82,5.72,-0.25,0.66,-0.63,0.43,-5.458928121922789,-129.384317635194,-8.370666071103434,-1.8914431673216805,23.343113500709816,-23.33900799287209,3.52,1.68,89.2,2251.0,6.2,54.32,165.0,2.19,-0.25,0.25
SL,88.9,1.78,5.82,0.0,0.53,-1.65,0.71,-8.29957829565271,-129.23476432984697,-7.582341902034503,1.4279436210599274,22.65658016503429,-24.985611956070525,3.53,1.72,88.5,2203.0,5.7,54.75,158.0,2.33,0.0,0.0
FF,94.6,1.59,5.69,0.97,1.27,0.17,2.08,-5.777592849425863,-137.58188396144303,-6.50316578197507,13.582209288551043,29.970843739171872,-14.796041667198407,3.41,1.56,93.5,2090.0,5.6,54.87,131.0,1.28,0.97,-0.97
FF,94.2,1.69,5.65,1.13,1.22,0.44,1.02,-5.651939803519715,-136.80036747199256,-8.899371694043781,15.407387010338772,29.64677016461928,-15.069953417008824,3.65,1.84,93.0,1998.0,5.6,54.87,129.0,1.35,1.13,-1.13
FF,92.9,1.76,5.6,1.15,1.09,0.23,2.27,-6.370607964481429,-135.16503303246253,-5.114364147530312,15.459629798233482,27.17911364147265,-17.881295402873967,3.37,1.53,92.2,1977.0,5.7,54.79,127.0,1.54,1.15,1.15
SL,85.9,1.98,5.71,-0.43,0.39,0.62,2.02,-2.3355221456842554,-125.11531502164442,-3.2666519581304354,-4.03161599508583,24.567886404451947,-27.67232663539226,3.24,1.72,84.8,2224.0,5.5,55.01,215.0,2.69,-0.43,-0.43
SL,87.2,1.99,5.62,-0.29,0.62,-0.35,1.22,-4.966429075072266,-126.96044708345812,-5.712068808319962,-2.337326337849104,22.4498869595857,-24.58628984221205,3.34,1.65,86.7,2171.0,5.6,54.88,165.0,2.34,-0.29,-0.29
FF,93.9,1.79,5.67,1.1,0.99,0.29,2.96,-6.215789553083266,-136.58301392332348,-3.4221287217394014,15.135868263079589,31.290354937794508,-19.17899285340889,3.3,1.5,92.4,2000.0,5.5,55.01,133.0,1.6,1.1,-1.1
FF,94.2,1.71,5.69,1.19,0.9,-0.17,2.47,-7.4064491804734995,-136.9682352363684,-4.599000611832491,16.650954817847524,29.689962718096467,-20.04972056707564,3.47,1.59,93.1,2027.0,5.6,54.85,135.0,1.67,1.19,-1.19
SL,88.5,1.6,5.77,-0.36,0.6,-0.36,1.3,-4.013775148052644,-128.86728757672398,-6.094341316926472,-3.214822587036725,25.75461445455069,-24.40017363554008,3.47,1.77,88.1,2114.0,5.9,54.58,165.0,2.29,-0.36,0.36
FF,94.2,1.7,5.56,1.17,1.27,-0.2,3.26,-7.43769935323632,-136.9973772208022,-3.0531034999381066,16.39456254044755,30.144649386927984,-15.711091358495564,3.47,1.59,93.0,2077.0,5.6,54.88,126.0,1.3,1.17,-1.17
FF,94.4,1.66,5.77,1.04,1.36,0.45,3.09,-5.376502749195007,-137.4324045292462,-4.279346554593618,14.3161225735105,30.42305090348056,-14.199568399898071,3.47,1.59,93.4,2059.0,5.7,54.83,132.0,1.2,1.04,-1.04
FF,94.5,1.7,5.74,1.23,1.12,0.44,2.37,-5.933029130642575,-137.4427393581804,-5.53325245122557,16.915188605906273,29.409015569040974,-16.941688652396337,3.47,1.59,93.2,2024.0,5.5,55.0,132.0,1.43,1.23,-1.23
FF,94.0,1.75,5.72,1.08,1.14,-0.38,2.48,-7.810145917166352,-136.71403204942882,-5.160044631538051,15.266595777854706,28.87615762867433,-16.940307294271744,3.55,1.63,93.1,2080.0,5.7,54.81,130.0,1.44,1.08,1.08
FF,94.6,1.76,5.79,0.89,1.3,-0.95,2.83,-8.93465678212986,-137.38719807890735,-4.885285899466541,13.26647787363677,30.05865089328269,-14.72379410800551,3.29,1.49,93.5,2128.0,5.7,54.77,134.0,1.25,0.89,-0.89
SL,87.8,1.84,5.91,-0.11,0.31,-0.87,2.83,-6.244298511393672,-127.78257245212669,-1.9696528023320796,0.0141406620747808,24.929560488620247,-28.629213393273965,3.29,1.49,86.8,2203.0,5.5,54.96,177.0,2.64,-0.11,0.11
FF,93.8,1.75,5.8,0.87,1.1,0.21,3.68,-5.803522075004337,-136.4742691118619,-2.150075915959412,12.22239622279194,30.76528382704486,-18.20306970172437,3.23,1.56,92.3,1859.0,5.4,55.06,130.0,1.5,0.87,-0.87
FF,93.0,1.88,5.62,0.84,0.99,-0.49,2.85,-7.818477453659834,-135.17727996684846,-3.425566714079351,12.096965533162916,30.674005127668284,-19.45472441364209,3.29,1.49,91.6,1987.0,5.6,54.89,130.0,1.66,0.84,-0.84
FF,92.1,1.95,5.55,1.13,0.98,-0.71,2.43,-9.07783185275147,-133.71783344260618,-4.130912753525288,15.538775720453028,30.797574749502857,-19.65386259841073,3.2,1.56,90.7,2002.0,5.7,54.81,131.0,1.73,1.13,-1.13
FF,92.3,1.99,5.66,1.0,1.09,0.41,3.13,-6.125221355161372,-134.21390311691107,-2.926862814048712,13.45526454567683,30.50722741819553,-18.56705209282933,3.21,1.57,91.0,2041.0,5.6,54.88,135.0,1.6,1.0,-1.0
FF,91.0,2.1,5.68,1.01,1.1,1.2,2.6,-4.359414503079058,-132.36197441980568,-4.1202732865962135,12.820769619335048,29.116763482420104,-18.55789864887397,3.41,1.64,89.6,2068.0,5.5,54.97,131.0,1.66,1.01,-1.01
FF,93.9,1.61,5.78,1.14,0.86,0.91,2.35,-4.277962410975132,-136.53854693982788,-4.932143064814437,15.206578206693123,33.33582678206991,-20.577012576067823,3.41,1.56,92.3,2078.0,5.6,54.9,137.0,1.76,1.14,-1.14
FF,94.5,1.69,5.72,1.18,0.99,1.38,1.97,-3.4062161386047944,-137.36816946035088,-6.173045015427828,15.668884440310148,33.42272610739284,-18.397127161115083,3.5,1.62,92.9,2074.0,5.6,54.86,135.0,1.58,1.18,-1.18
SL,89.8,1.52,5.82,-0.12,0.51,0.05,2.68,-3.371835555420517,-130.84328588671195,-2.8830070025913903,-0.6544102841159918,26.299773810901517,-25.931369103592928,3.49,1.6,89.1,2256.0,5.7,54.8,169.0,2.3,-0.12,0.12
SL,89.5,1.69,5.71,-0.06,0.56,-0.81,0.08,-5.980429070366791,-130.00138403102963,-8.992183096547175,0.5118138713789218,25.90223664878572,-24.16268753652989,3.64,1.72,88.8,2158.0,5.8,54.67,175.0,2.28,-0.06,0.06
FF,95.1,1.77,5.71,0.98,1.33,0.72,1.8,-4.905731860029968,-138.28268716068033,-7.454179881018836,13.74054951666897,32.394473147185195,-13.612236385015857,3.66,1.69,93.7,2115.0,5.6,54.87,135.0,1.2,0.98,-0.98
SL,89.5,1.69,5.8,-0.48,0.31,-0.46,1.46,-4.232011768472895,-130.2627255906367,-5.311063860868653,-4.544098554988087,27.87662142705729,-27.701659990336783,3.26,1.48,88.6,2186.0,5.7,54.75,184.0,2.54,-0.48,0.48
FF,95.0,1.84,5.49,0.99,1.01,0.46,3.22,-5.766909300808544,-138.34949606032788,-2.5725349194778366,13.9757018794871,28.493905749537006,-18.817993286423093,3.26,1.48,94.4,2015.0,5.7,54.76,132.0,1.5,0.99,-0.99
SL,87.4,1.68,5.76,-0.1,0.32,0.52,2.3,-2.5629359679227077,-127.33805973996726,-2.902292494434103,-0.6517035427599259,23.856212823437534,-28.280814896164948,3.26,1.48,86.8,2232.0,5.7,54.84,185.0,2.63,-0.1,0.1
FF,95.2,1.83,5.6,1.0,1.13,-0.11,2.04,-7.2601718380860545,-138.41358853096438,-6.203921657036861,14.384739478260189,28.729557494050827,-16.426032795317955,3.46,1.61,94.6,2042.0,5.8,54.66,135.0,1.37,1.0,-1.0
CH,89.8,1.57,5.91,0.57,1.49,1.28,4.28,-1.8795453799548305,-130.82745690928053,-1.2413882278741506,6.920982692706669,26.381689021805773,-14.933677673741585,3.47,1.57,89.0,1852.0,5.6,54.9,143.0,1.32,0.57,-0.57
FF,95.9,1.69,5.7,0.76,1.41,0.33,3.68,-5.264884249003457,-139.61740231619112,-2.88701725156503,11.109725375772202,31.1280972484856,-13.322985787072264,3.58,1.68,95.1,1993.0,5.8,54.75,135.0,1.07,0.76,0.76
FF,95.7,1.74,5.64,0.96,1.12,0.04,3.8,-6.573877070368585,-139.3215059591594,-1.7803376113294913,13.914091232337302,30.176268672679196,-17.42113801919613,3.58,1.68,94.9,2054.0,5.7,54.79,136.0,1.36,0.96,0.96
SL,86.9,1.61,5.88,-0.32,0.3,0.11,3.54,-2.927505612856178,-126.73962051314216,-0.1522565341097329,-2.9885783916738125,22.533181137309004,-29.0640193774957,3.71,1.79,86.6,2220.0,5.7,54.81,225.0,2.67,-0.32,-0.32
SL,86.6,1.88,5.7,-0.45,0.32,0.25,2.33,-2.945799016099847,-126.27754071012714,-2.551576367235593,-4.335306526323876,23.30695295547378,-28.497056565886503,3.58,1.68,86.3,2188.0,5.7,54.75,189.0,2.69,-0.45,-0.45
SL,87.2,1.97,5.74,-0.15,0.21,1.46,2.63,-0.9100567057047996,-127.01193595231167,-1.7520339416054456,-1.4885075985520322,25.08503574918744,-29.78431676009291,3.9,1.9,86.5,2197.0,5.7,54.82,182.0,2.78,-0.15,-0.15
SL,87.7,1.82,5.8,-0.36,0.43,-1.22,1.94,-6.5316135535385005,-127.6141207646015,-4.126791955411486,-2.7998902632371063,23.347024905533868,-26.82006126921533,3.82,1.83,87.3,2288.0,5.8,54.74,186.0,2.5,-0.36,-0.36
FF,94.2,1.98,5.53,1.19,1.35,-0.01,3.14,-7.717665243722437,-136.9741775820908,-3.4251601313406086,16.753513056250142,32.35267277694148,-14.672437851294754,3.55,1.63,92.8,2220.0,5.7,54.84,127.0,1.24,1.19,-1.19
FF,95.2,1.76,5.82,0.95,1.43,0.41,2.69,-5.584973050524091,-138.49610025940245,-5.683584057677051,13.496834369972792,32.306177487808256,-12.693903625255514,3.55,1.63,93.7,2120.0,5.5,54.96,136.0,1.09,0.95,-0.95
FF,94.9,1.72,5.72,1.04,1.39,0.42,3.11,-5.644400173561399,-138.103794234364,-4.230852009001194,14.550485490184784,30.959555531251613,-13.690507507385314,3.85,1.7,93.7,2245.0,5.6,54.89,134.0,1.15,1.04,-1.04
FF,94.3,1.79,5.86,1.09,1.44,1.04,2.37,-4.302266680057087,-137.11411487886284,-6.467726142230215,14.703914645292205,31.81387957127893,-12.721301375347442,3.91,1.78,92.9,2253.0,5.6,54.9,142.0,1.13,1.09,-1.09
FF,96.6,1.57,5.61,1.08,1.22,-0.24,2.52,-7.211087493896949,-140.43406969666486,-5.359239393899053,15.954185066199614,33.36160737883322,-15.051796667698106,3.48,1.63,95.5,2087.0,5.8,54.7,130.0,1.24,1.08,-1.08
FF,96.1,1.72,5.85,0.97,1.33,2.21,3.79,-0.8795654529598145,-139.92247779329404,-2.8056513716711824,12.818975494677652,34.689916635577845,-14.41462682980351,3.72,1.71,94.4,2063.0,5.5,55.02,133.0,1.16,0.97,-0.97
FF,95.5,1.77,5.74,0.65,1.3,0.6,3.48,-4.503061383912603,-138.86215149961927,-3.1663753128561254,9.466877492836693,34.75632884205362,-14.925872588146715,3.47,1.59,93.9,1934.0,5.7,54.84,133.0,1.23,0.65,-0.65
FF,96.5,1.7,5.74,1.03,1.36,0.87,2.23,-4.478967375080959,-140.21026094376415,-6.70542723511895,14.583865433351123,35.48023513696277,-12.889745560488342,3.47,1.59,94.8,2126.0,5.7,54.83,129.0,1.12,1.03,-1.03
FF,94.6,1.72,5.62,0.7,1.07,-0.95,2.46,-8.423452176037351,-137.61504468348477,-4.9609296614819405,10.64313532853856,27.970057825391304,-17.58070136019135,3.41,1.56,94.2,1986.0,5.9,54.64,135.0,1.46,0.7,-0.7
FF,96.1,1.67,5.88,0.88,1.16,1.39,2.38,-2.675611218273097,-139.92069366721643,-6.255072051541639,12.124356397575552,31.48260499065211,-15.727555889887904,3.75,1.72,95.0,2133.0,5.6,54.87,136.0,1.3,0.88,-0.88
FF,94.6,1.85,5.56,0.91,1.13,-0.54,3.75,-8.16467203825499,-137.64787428444723,-1.5767953001909163,13.28177397953974,29.121440604823835,-17.563815338211754,3.47,1.59,94.0,1877.0,5.8,54.67,128.0,1.4,0.91,-0.91
FF,95.5,1.71,5.76,0.84,1.39,0.88,2.87,-4.043073651453273,-138.921602528974,-5.053591118152603,11.815635828130556,31.53879698790302,-13.18585717259647,3.47,1.59,94.5,2025.0,5.7,54.76,136.0,1.11,0.84,-0.84
FF,94.8,1.71,5.81,1.09,1.46,1.18,2.62,-3.762979579101263,-137.96562167799885,-5.8182032972161615,14.729094415759604,31.91839666622482,-12.49235867868394,3.47,1.59,93.5,1984.0,5.6,54.88,136.0,1.09,1.09,-1.09
FF,95.4,1.78,5.6,1.02,1.37,-0.15,3.03,-7.301319927276107,-138.7478313004132,-4.15650089689266,14.783541024173156,32.37985099914916,-13.758324414152993,3.41,1.56,94.4,1997.0,5.9,54.64,137.0,1.15,1.02,1.02
SL,87.4,1.83,5.69,-0.43,0.23,-1.62,-0.78,-7.353208734428946,-126.84887520204896,-9.766752124639735,-3.0693785711362715,26.273975886754272,-27.87425599542714,3.28,1.54,86.5,2181.0,5.9,54.6,185.0,2.78,-0.43,-0.43
SL,86.8,1.85,5.82,-0.35,-0.08,-0.24,2.41,-4.212752271076086,-126.31487634462545,-1.781207363691145,-2.908461737241516,26.31850425171733,-32.89231499501024,3.41,1.56,85.8,2201.0,5.7,54.83,228.0,3.11,-0.35,-0.35
FF,94.4,1.89,5.52,0.87,1.22,0.13,2.77,-6.445365217193979,-137.22684775417858,-4.091346445965513,12.444253109407605,32.795892725537456,-16.05202670653037,3.41,1.56,93.2,2106.0,5.8,54.71,131.0,1.36,0.87,0.87
FF,94.1,1.89,5.65,1.05,1.11,-0.94,3.26,-9.552487958881487,-136.65829386753697,-2.905823412831796,15.293036071747936,30.54387341327533,-17.81869664579417,3.29,1.6,93.0,1963.0,5.8,54.72,135.0,1.48,1.05,1.05
SL,85.5,1.9,5.84,-0.4,0.34,-0.84,1.44,-5.586715285721781,-124.42996876129308,-4.727341056693361,-3.040442824855401,25.377291904238373,-27.91840847903396,3.41,1.56,84.6,2221.0,5.7,54.75,228.0,2.78,-0.4,-0.4
SL,85.1,1.97,5.69,-0.37,0.44,-0.17,2.48,-4.229154232682284,-123.8982421212318,-2.098947921466492,-2.94526266720831,24.77681546195039,-27.46109534839536,3.41,1.56,84.2,2190.0,5.6,54.85,203.0,2.71,-0.37,-0.37
FF,93.0,1.86,5.76,1.13,1.42,-1.19,1.73,-10.137334732385716,-134.84433642150063,-7.533703418217184,15.997412606068403,30.51068430174173,-13.342181729198323,3.41,1.65,91.7,2161.0,5.8,54.73,136.0,1.25,1.13,1.13
FF,94.9,1.68,5.65,1.0,1.33,0.08,2.28,-6.284199974192294,-137.97090313343958,-5.992793710290245,14.140008727330272,31.863533161846597,-14.022449331439445,3.3,1.5,93.0,2239.0,5.3,55.19,136.0,1.21,1.0,1.0
FF,95.0,1.6,5.76,0.9,1.32,-0.63,3.96,-7.723916247194211,-138.09170313064922,-1.9383926070779385,13.213454116571182,32.14002356597344,-15.15407885659683,3.49,1.66,93.5,2181.0,5.6,54.93,132.0,1.22,0.9,0.9
FF,95.5,1.85,5.65,0.87,1.44,0.37,2.79,-5.740734591598112,-138.9050459199563,-5.068931609200613,12.523863586866046,33.14430521107245,-12.619640388028389,3.3,1.5,94.0,2254.0,5.6,54.89,133.0,1.07,0.87,0.87
FF,95.8,1.51,5.7,1.08,1.04,-1.04,2.53,-9.023189404527429,-139.19311502121536,-5.010130319261707,16.06075881545092,32.10447687140687,-17.70418982159621,3.54,1.71,94.4,2162.0,5.6,54.86,136.0,1.46,1.08,1.08
SL,87.8,1.76,5.68,-0.11,0.29,-1.04,1.46,-6.484774298138582,-127.6389491895257,-4.599838073449478,0.2745906859703874,28.253061797651807,-28.20793992541597,3.53,1.69,86.6,2304.0,5.8,54.74,200.0,2.69,-0.11,-0.11
FF,95.9,1.77,5.63,0.97,1.41,0.71,2.29,-4.943461357099974,-139.4265191670969,-6.29894186295298,13.72406339460339,32.93496600906556,-12.607182159674316,3.41,1.56,94.6,2171.0,5.7,54.8,133.0,1.09,0.97,-0.97
CH,90.1,1.64,5.84,0.69,1.31,1.07,2.59,-2.8514632658930914,-131.25108935130996,-4.872135543662196,8.588666593082463,26.515478564118062,-16.219498986040048,3.83,1.75,89.2,1843.0,5.6,54.9,141.0,1.48,0.69,-0.69
SL,89.0,1.76,5.78,-0.32,0.25,-1.43,0.86,-7.083479854805601,-129.3611960220418,-6.524763179207228,-2.2300327214268933,25.56158696322073,-28.286519985443704,3.86,1.79,88.2,2186.0,5.7,54.76,161.0,2.63,-0.32,0.32
