pitch_type,release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
FF,91.6,3.21,5.58,1.22,1.17,-0.37,2.6,-11.761937202541697,-132.88433762453167,-4.213683337153123,16.960241817283496,28.13026955828465,-17.497865117870067,3.56,1.73,92.2,2507.0,6.8,53.72,119.0,1.56,1.22,1.22
CH,84.6,3.09,5.53,1.34,0.01,-0.64,0.68,-11.44662275343914,-122.70573298735503,-5.031255796506948,15.701758006041706,22.406020094850383,-31.30487838783061,3.58,1.78,85.5,1530.0,6.9,53.63,110.0,3.18,1.34,1.34
FF,91.6,3.11,5.73,1.3,1.03,0.25,2.11,-10.095262434652833,-132.99898951348527,-5.52958494108249,17.57813816204743,28.212301542055883,-18.91586458902742,3.56,1.87,92.3,2477.0,6.8,53.7,119.0,1.7,1.3,1.3
FF,93.2,2.99,5.63,1.04,1.17,-0.8,2.29,-12.14546265210169,-135.2081131895277,-5.446074926719846,15.34037360556391,28.33814137557817,-16.7318038823702,3.22,1.48,94.2,2458.0,7.0,53.53,125.0,1.46,1.04,-1.04
CH,84.3,3.11,5.5,1.07,-0.17,0.29,2.26,-8.79060994668841,-122.4808532898428,-0.8028571089214795,12.521866923660104,23.850371692583547,-33.94374972867878,3.22,1.48,85.4,1241.0,7.0,53.47,103.0,3.38,1.07,-1.07
FF,93.2,3.16,5.63,1.1,1.16,-0.59,3.51,-12.163003692567278,-135.14107127018883,-2.1831458748457098,16.225305689673114,30.923236227388006,-17.667388396020208,3.31,1.52,93.8,2476.0,6.9,53.57,119.0,1.49,1.1,-1.1
FF,92.6,3.22,5.55,1.04,1.19,0.24,2.78,-9.94707435302989,-134.38921270318576,-3.838952930144969,14.793974021966388,30.211315435364245,-17.15647814157852,3.32,1.54,93.1,2416.0,6.8,53.66,123.0,1.49,1.04,-1.04
CH,87.9,3.17,5.54,1.47,0.04,-0.21,0.75,-11.337992669074666,-127.37896695435542,-5.5226910713024,18.41485589784855,27.273176275599013,-30.720635272142747,3.44,1.62,88.3,1658.0,6.8,53.65,105.0,2.95,1.47,-1.47
FF,94.0,3.19,5.67,1.27,1.04,-0.67,1.99,-12.862418737041294,-136.0943785420971,-6.083296226430254,18.733130994497927,31.05343294754376,-17.977529978159147,3.44,1.62,94.0,2509.0,6.7,53.82,124.0,1.57,1.27,-1.27
FF,94.4,3.18,5.57,1.23,1.02,0.24,1.42,-10.452568376708593,-136.87189254896168,-7.388883146938649,17.836084231387623,31.35225953826897,-17.764456508167537,3.51,1.73,94.9,2448.0,6.8,53.66,118.0,1.56,1.23,-1.23
FF,94.0,3.16,5.77,1.06,1.13,-0.64,3.69,-12.251241012512017,-136.3200713015972,-2.150829904192156,15.953588745556855,30.271327017147264,-17.838631847295243,3.44,1.62,94.3,2523.0,6.7,53.81,118.0,1.47,1.06,-1.06
SL,80.7,3.09,5.61,-0.3,0.45,1.19,2.82,-3.689334022283224,-117.4863868387522,-0.4154654781729912,-2.077067645629703,22.35090764663693,-28.10431020529419,3.35,1.5,81.4,2203.0,6.7,53.76,226.0,3.04,-0.3,0.3
CH,86.6,3.1,5.51,0.88,0.79,0.51,2.24,-8.094473239674638,-125.8507308084819,-3.222973899622072,11.004148012957875,27.02629087925549,-23.29971354557796,3.57,1.67,87.4,1183.0,7.0,53.48,100.0,2.27,0.88,-0.88
CH,86.4,3.15,5.47,1.11,-0.38,-0.02,2.28,-9.900182788801477,-125.38689570421394,-0.5521643054534475,13.726845865840152,26.29807686119312,-36.28834698315718,3.57,1.67,87.1,1607.0,6.9,53.55,108.0,3.46,1.11,-1.11
FF,94.8,3.11,5.61,1.2,0.83,-0.04,1.89,-10.965366843502157,-137.48865187136042,-5.8923015484670165,17.67023564550451,31.16442226958645,-20.505194066207352,3.57,1.67,95.1,2430.0,6.7,53.79,116.0,1.73,1.2,-1.2
CH,86.4,3.17,5.48,1.24,0.18,0.71,1.94,-8.451394510226162,-125.64325072774864,-2.6257022952124465,14.775496838913114,24.733601418470464,-29.897159992682912,3.57,1.67,87.1,1373.0,6.7,53.78,107.0,2.87,1.24,-1.24
FF,94.9,3.18,5.73,1.21,1.08,1.18,3.92,-7.988347090682257,-137.97106391137038,-1.4617782250145526,17.31219780517238,31.576689909336597,-18.297992163749427,3.57,1.66,95.1,2626.0,6.5,53.99,113.0,1.46,1.21,-1.21
CH,87.1,3.17,5.47,1.14,0.07,1.05,2.2,-7.556071977182558,-126.68092685100034,-1.8439958958983007,13.867752180642082,25.83343674788033,-31.200736432617003,3.57,1.67,88.2,1632.0,7.0,53.53,109.0,2.93,1.14,-1.14
CH,87.6,3.11,5.52,1.33,0.1,0.28,1.28,-9.700916803009482,-127.22346776303571,-4.34104802913954,16.41758453241195,25.66502497926089,-30.416960523284867,3.57,1.67,88.6,1394.0,7.0,53.51,109.0,2.88,1.33,-1.33
FF,94.4,3.14,5.67,1.15,1.13,-0.42,3.25,-11.90441575824824,-137.00524331081536,-3.106353506582197,17.080480365356877,30.76769197488092,-17.3960866096723,3.57,1.55,94.9,2636.0,6.8,53.72,127.0,1.44,1.15,-1.15
FF,94.3,3.1,5.64,1.22,1.1,0.25,1.98,-10.20913771088744,-136.80570001906824,-6.28276478216319,17.58306738510141,30.78110867175475,-17.116192077266064,3.39,1.62,95.0,2575.0,6.9,53.58,115.0,1.48,1.22,-1.22
FF,94.7,3.14,5.66,1.27,0.99,0.12,2.49,-10.786668794467962,-137.4549842616967,-4.806145521236583,18.462673122428704,30.058240483357796,-18.75979443444997,3.11,1.45,95.2,2536.0,6.7,53.82,120.0,1.57,1.27,-1.27
SL,84.6,3.02,5.64,0.32,0.52,-0.89,-0.28,-9.84229069392722,-122.64511958233685,-8.472033807780393,5.287850224511955,25.750024359341207,-25.33066522213,3.11,1.43,85.1,2343.0,7.0,53.54,157.0,2.71,0.32,-0.32
FF,96.0,3.22,5.7,1.36,1.09,0.08,2.96,-11.48273526302469,-139.31689234941504,-4.10978489983386,20.38153214087705,32.750126417474995,-17.230811154546426,3.11,1.45,96.5,2491.0,6.8,53.69,116.0,1.41,1.36,-1.36
FF,95.8,3.08,5.74,1.08,1.31,-0.17,2.8,-11.106665407227968,-138.9815953291462,-5.136215928942396,16.450855380474664,30.53763608568705,-14.190134100481556,3.11,1.45,96.5,2627.0,6.8,53.69,123.0,1.19,1.08,-1.08
FF,95.4,3.17,5.73,1.19,1.08,-0.13,2.43,-11.419107618394175,-138.39354924715764,-5.4649728301132905,17.87130119906905,31.135553672351577,-17.184692632332794,3.11,1.45,95.9,2500.0,6.8,53.75,115.0,1.44,1.19,-1.19
FF,93.8,3.12,5.71,1.15,1.03,0.89,2.39,-8.383095706982978,-136.37141808020732,-5.176244637312113,16.218109730747123,29.17054375231035,-18.366458129128564,3.2,1.46,94.6,2553.0,6.7,53.78,123.0,1.56,1.15,-1.15
FF,94.7,3.11,5.69,1.26,1.02,-1.27,1.33,-14.295884809210728,-137.09236214984878,-8.005911874594572,18.906716313374968,28.76554566857549,-17.55190276512426,3.11,1.43,95.3,2522.0,6.8,53.71,118.0,1.54,1.26,-1.26
FF,94.0,3.1,5.64,1.17,1.12,1.13,2.21,-7.7438262185515665,-136.59161017285825,-5.685048061407816,16.350016159353267,30.00208720663189,-17.105765475691204,3.11,1.36,94.7,2462.0,6.8,53.72,120.0,1.47,1.17,-1.17
FF,94.3,2.93,5.51,1.29,1.06,-0.33,2.03,-11.36488783659555,-136.68195169080107,-5.66734743179586,18.77607595786374,31.702744113449604,-17.79806032735421,3.47,1.59,94.3,2475.0,6.6,53.85,119.0,1.54,1.29,-1.29
CH,85.6,3.03,5.5,1.09,0.42,1.62,2.48,-5.565310778299669,-124.45366337286184,-1.6592772222680987,12.49240207961522,26.625638860951764,-27.679480977389257,3.57,1.59,85.8,1228.0,6.6,53.86,104.0,2.71,1.09,-1.09
CH,85.5,2.8,5.5,1.17,0.5,0.59,3.54,-7.637487137881275,-124.29066997824008,0.7065897115852577,13.644831773667146,25.51641934925687,-27.409651740111308,3.23,1.62,86.2,1324.0,6.8,53.68,106.0,2.63,1.17,-1.17
FF,94.1,2.83,5.64,1.02,1.21,-0.28,2.28,-10.417930736227856,-136.57087530749274,-5.664989824679554,15.181743714357,32.0506889931672,-15.928009360969227,3.26,1.62,94.3,2496.0,6.7,53.78,118.0,1.39,1.02,-1.02
FF,94.0,2.76,5.57,1.25,1.08,0.38,2.45,-8.966857112876728,-136.52521143057825,-4.715691392687012,17.614658225998006,32.18631213499295,-17.833173123766453,3.26,1.62,93.9,2465.0,6.5,54.02,119.0,1.53,1.25,-1.25
FF,93.8,2.88,5.59,1.18,1.08,-0.36,3.46,-11.02705166361192,-136.17688905147378,-2.1350035284994293,17.124386696050227,30.900825626701774,-18.44603762216232,3.2,1.62,93.9,2388.0,6.5,53.97,121.0,1.53,1.18,-1.18
CH,84.4,2.95,5.41,1.6,0.15,-0.08,1.35,-10.319427764273154,-122.5053371137573,-3.345976303367719,18.18849983755603,24.73297638778376,-30.19918606438129,3.26,1.62,85.1,1479.0,6.9,53.58,108.0,3.07,1.6,-1.6
CH,85.8,2.85,5.47,1.41,0.6,-1.12,2.14,-12.306561601364054,-124.34904470128087,-2.793296226320786,17.052047258860263,24.964619670617815,-25.50714044534355,3.24,1.62,86.3,1392.0,6.8,53.69,106.0,2.52,1.41,-1.41
FF,93.9,3.0,5.69,1.24,1.15,-0.76,2.89,-12.469066754353284,-136.13685323029097,-4.045272618653112,18.189285242020794,30.21004500315888,-17.113591469808327,3.3,1.62,93.9,2421.0,6.5,53.98,123.0,1.46,1.24,-1.24
FF,93.7,2.97,5.57,1.31,0.94,-0.63,1.17,-12.19035986417347,-135.7816395753018,-7.653578750437948,18.929103462531867,30.2917727231084,-18.984289546351803,3.28,1.62,93.7,2396.0,6.5,53.95,113.0,1.69,1.31,-1.31
CH,86.4,2.9,5.49,1.45,-0.01,-0.09,1.83,-10.2030215189459,-125.4255236613637,-2.4577927779025304,17.414938755526038,25.41513728094656,-32.02242361121023,3.38,1.67,87.3,1471.0,7.0,53.53,107.0,3.08,1.45,-1.45
FF,94.7,3.02,5.75,1.41,1.03,0.08,2.81,-10.845312315697404,-137.37035385961127,-4.305247077492037,20.27729084335317,30.927145854708737,-18.271319028610744,3.36,1.56,94.9,2524.0,6.6,53.91,112.0,1.53,1.41,1.41
SL,82.8,3.01,5.6,0.31,0.57,-1.32,0.21,-10.555963061991571,-120.10292914079062,-6.9691058951702844,4.994905290846957,22.01463597279228,-25.500530715663597,3.37,1.56,83.5,2323.0,6.8,53.72,215.0,2.77,0.31,0.31
CH,84.5,3.17,5.47,1.43,0.42,0.07,2.54,-10.153887824017938,-122.60552878413652,-1.24828326869014,16.430888022587347,24.51574338756629,-27.946272887123037,3.38,1.56,85.1,1448.0,6.9,53.65,109.0,2.8,1.43,1.43
CH,83.9,2.76,5.46,1.11,0.54,-0.66,2.35,-10.221301244834727,-121.73072576011884,-1.831805461969462,13.049369204560918,24.66435529796802,-26.631595186903205,3.51,1.56,84.7,1241.0,7.0,53.46,106.0,2.72,1.11,1.11
FF,93.6,3.17,5.68,1.23,1.13,0.05,2.2,-10.751888096392465,-135.68018024822464,-5.664317274506329,17.64785975091878,32.30394493536875,-17.1287537127507,3.32,1.63,93.2,2444.0,6.4,54.06,121.0,1.51,1.23,-1.23
FF,94.9,3.17,5.73,1.15,1.33,-1.22,3.08,-14.075376487769269,-137.37423988778352,-4.17997699603718,17.731404026467526,31.733882569893872,-14.573158198381735,3.39,1.55,94.9,2540.0,6.7,53.82,120.0,1.24,1.15,-1.15
SL,82.9,3.15,5.59,-0.17,0.45,0.12,0.9,-6.64150734084872,-120.55712563764112,-5.163290728331939,-0.3752654283652356,23.36840725358933,-26.949489649299736,3.37,1.55,83.5,2120.0,6.7,53.82,263.0,2.87,-0.17,0.17
FF,93.2,3.23,5.76,1.08,1.39,-1.11,2.67,-13.569094140928494,-134.99547660649426,-5.227567540459148,16.137604968648233,28.866464664185497,-14.072800285842703,3.39,1.55,93.5,2545.0,6.7,53.81,120.0,1.25,1.08,-1.08
FF,93.1,3.04,5.6,1.29,1.14,-0.83,2.46,-12.82775651611161,-134.92417695673407,-4.752024142165622,18.59032981396356,30.75453842809748,-17.388142206727647,3.39,1.55,93.3,2459.0,6.7,53.79,118.0,1.53,1.29,-1.29
FF,95.1,3.15,5.61,1.33,1.01,0.4,2.12,-10.253856227665109,-138.0194316418354,-5.741053928789446,19.36057939189117,32.6809236058486,-18.07437669926416,3.16,1.45,95.2,2409.0,6.6,53.88,121.0,1.53,1.33,1.33
FF,94.9,2.99,5.57,1.32,1.14,-1.61,1.96,-15.01670196050577,-137.18749565996578,-6.2671147546993575,20.12657148349853,31.450508586289963,-16.451230688571616,3.18,1.45,94.9,2592.0,6.7,53.78,127.0,1.43,1.32,1.32
SL,84.9,2.98,5.47,-0.02,0.45,-1.93,0.19,-11.531768895122704,-122.98702851675964,-6.876547907695415,2.226829765499918,26.12738714272256,-26.30163146618598,3.19,1.45,85.1,2153.0,6.8,53.68,169.0,2.76,-0.02,-0.02
CH,86.2,3.09,5.35,1.5,-0.13,-0.99,1.37,-12.877432836653178,-124.8287375612432,-2.9355037862367457,18.29674578047313,25.12747693526437,-33.12058510812197,3.18,1.45,87.0,1500.0,7.1,53.45,102.0,3.23,1.5,1.5
FF,94.3,3.06,5.59,1.19,1.15,-0.86,1.88,-12.868182334320643,-136.56428965516184,-6.467091126980252,17.75717222443016,30.41643917728116,-16.39264200082621,3.23,1.64,94.5,2488.0,6.7,53.83,115.0,1.44,1.19,1.19
FF,94.0,3.05,5.67,1.08,1.4,-0.77,2.53,-12.37375551045687,-136.19412198537933,-5.503769423511013,16.20811661404648,31.41302208830212,-13.681575540674077,3.16,1.45,94.4,2535.0,6.9,53.61,129.0,1.21,1.08,1.08
SL,84.1,3.03,5.67,-0.62,0.59,-1.79,1.33,-10.017452632334232,-121.88596024561812,-4.731693548007963,-3.834071075831404,27.84945609369707,-25.458415563456125,3.53,1.66,84.1,2161.0,6.9,53.62,204.0,2.7,-0.62,0.62
FF,94.6,3.19,5.66,1.16,1.16,0.32,3.29,-10.116737849460373,-137.33396843590234,-3.0404046494845347,16.974063924795338,32.491574648766964,-17.03492898139112,3.53,1.66,94.6,2398.0,6.6,53.94,121.0,1.41,1.16,-1.16
CH,85.1,3.23,5.42,1.0,0.69,1.67,2.42,-5.708906923740073,-123.77424555638622,-2.111220064709116,11.386879520548638,24.74303873145048,-24.91008366739587,3.63,1.66,85.8,1238.0,6.8,53.72,101.0,2.46,1.0,-1.0
FF,94.0,3.1,5.63,1.05,1.49,-1.17,2.54,-13.507205807846711,-136.1344685760174,-5.573996764351492,16.064636123080444,30.16659095688131,-12.560201764771838,3.53,1.66,94.7,2579.0,7.0,53.53,118.0,1.12,1.05,-1.05
FF,95.1,3.18,5.64,1.27,1.26,-0.83,1.87,-13.341044106689235,-137.6599130828128,-6.997594149865143,19.11035972223306,30.71133911966833,-14.622247536153129,3.55,1.59,94.9,2558.0,6.5,54.0,117.0,1.29,1.27,-1.27
FF,96.1,3.21,5.7,1.24,1.32,0.24,2.26,-10.678575708907731,-139.37054716134116,-6.47526365466251,18.59001872056774,32.10859805010273,-13.625765104839912,3.47,1.59,96.1,2457.0,6.5,53.96,119.0,1.17,1.24,-1.24
CH,85.7,3.24,5.47,0.96,-0.19,-0.04,1.27,-9.771259121463183,-124.40574525441154,-3.268339364354808,11.915400595222913,25.17384098854408,-33.70009149190912,3.47,1.59,86.3,1122.0,6.8,53.67,101.0,3.31,0.96,-0.96
CH,85.4,3.23,5.38,1.4,-0.05,-0.62,0.9,-11.912625542190163,-123.71665007461228,-4.142144122122565,16.684507871464497,24.20071085992729,-32.01045924923511,3.61,1.64,85.9,1370.0,6.8,53.72,106.0,3.2,1.4,-1.4
FF,93.5,3.24,5.63,1.1,1.34,-0.17,2.4,-11.239900383567525,-135.5797287761686,-5.51846412279648,16.02625820642275,29.487155194174484,-14.60308826560144,3.59,1.67,93.8,2373.0,6.6,53.86,127.0,1.29,1.1,-1.1
FF,94.6,3.25,5.66,1.19,1.21,0.65,3.85,-9.428609577069182,-137.4385897727656,-1.7280096969643484,17.201625815037406,30.35542542551723,-16.607949773312995,3.62,1.61,94.6,2430.0,6.3,54.15,118.0,1.34,1.19,-1.19
CH,86.2,3.1,5.43,1.41,-0.09,0.09,2.2,-10.118190624337116,-125.18129072744529,-1.2180266509290392,16.894432001153117,25.76871007625083,-33.097148584779724,3.26,1.62,86.8,1535.0,6.8,53.66,110.0,3.18,1.41,-1.41
FF,94.8,3.15,5.69,1.05,1.2,-0.02,3.87,-10.681826589781751,-137.6575570062253,-1.7834201401958745,15.735016306452064,30.27625723342986,-16.653487780035107,3.38,1.67,95.2,2448.0,6.6,53.89,125.0,1.34,1.05,-1.05
CH,86.1,3.12,5.32,1.44,-0.36,0.82,1.43,-8.458636164083327,-125.10941084970707,-2.2218989624786643,16.88946031018646,26.48701583555252,-35.66190869484028,3.38,1.67,86.6,1536.0,6.8,53.71,114.0,3.45,1.44,-1.44
CH,87.3,3.18,5.44,1.46,0.05,-0.57,0.56,-12.16095787012627,-126.48495770574377,-5.673237530562089,18.210059039514466,26.453101369533808,-30.57963027633488,3.35,1.67,88.1,1551.0,7.1,53.44,110.0,2.97,1.46,-1.46
FF,95.2,3.19,5.62,1.32,1.1,-0.19,2.47,-11.835409680441074,-138.03549842919304,-5.060440074166276,19.534082101225817,32.158412069179946,-17.13236153467582,3.4,1.67,95.2,2535.0,6.6,53.93,125.0,1.44,1.32,-1.32
CH,87.4,3.22,5.53,1.39,-0.06,0.81,2.53,-8.763589574703133,-126.94221448240522,-0.958107832276048,16.865286948898227,25.757682323250528,-32.79507406129627,3.42,1.67,88.2,1432.0,6.9,53.6,113.0,3.05,1.39,-1.39
FF,94.2,3.3,5.68,1.19,1.31,0.7,3.7,-9.425122412528598,-136.73177166037172,-2.2776435006378923,17.04891059337933,32.730686574238554,-15.53078524606819,3.34,1.67,94.1,2561.0,6.6,53.94,123.0,1.29,1.19,-1.19
FF,96.0,3.16,5.67,1.3,1.05,-0.65,3.16,-13.050311183427713,-139.1509194261678,-3.420705058881893,19.804758509631945,31.11878790525841,-17.848468630455447,3.36,1.56,96.1,2605.0,6.6,53.92,119.0,1.44,1.3,1.3
FF,94.7,3.04,5.6,1.49,1.11,-0.82,2.79,-13.432476475572384,-137.249112751591,-4.112474640276939,21.841262037859853,30.93098958959448,-17.37990959920425,3.38,1.54,94.8,2644.0,6.6,53.89,114.0,1.46,1.49,1.49
CH,85.8,3.21,5.35,1.25,0.36,-0.11,1.55,-10.460713350442534,-124.47703073143288,-3.419894746408646,15.07570863131354,25.245951067892683,-27.95688645873885,3.36,1.56,86.4,1132.0,6.9,53.64,100.0,2.76,1.25,1.25
CH,86.5,3.19,5.45,1.38,-0.05,-0.01,1.2,-10.525249435951276,-125.56246185591806,-3.81908251273024,16.70966977608788,25.39083157109381,-32.06071989304882,3.36,1.56,87.2,1523.0,6.9,53.65,109.0,3.11,1.38,1.38
CH,86.1,3.17,5.46,1.32,0.34,-0.42,1.77,-11.312195796354084,-124.87773015628729,-3.2040607837438357,16.082730593678225,24.44310071600652,-28.136501214461266,3.38,1.56,86.9,1493.0,6.9,53.58,110.0,2.75,1.32,1.32
FF,93.6,3.1,5.72,1.0,1.38,-1.36,3.33,-13.756654270771074,-135.57545928988944,-3.445347560386732,15.39430308795322,29.69084420079354,-14.562286890079122,3.38,1.56,93.9,2503.0,6.7,53.78,126.0,1.25,1.0,1.0
SL,83.9,3.02,5.63,-0.54,0.7,-0.88,1.57,-8.011748688881482,-121.90316360094036,-4.32065243920925,-3.5611101218663506,26.457130102088545,-24.510024228452643,3.51,1.56,84.2,2122.0,6.8,53.72,189.0,2.58,-0.54,-0.54
FF,95.0,3.11,5.63,1.09,1.17,-0.33,2.7,-11.519221684309736,-137.76799855660522,-4.635217952238817,16.550880305643307,31.640588279145973,-16.331778491174703,3.51,1.56,95.2,2487.0,6.7,53.84,118.0,1.38,1.09,1.09
FF,94.7,3.07,5.66,1.12,1.21,-0.45,2.61,-11.775274901308949,-137.3695579240111,-4.965294154806525,16.93284860353147,31.98305368126446,-15.931815306834755,3.51,1.56,94.9,2461.0,6.7,53.8,118.0,1.36,1.12,1.12
CH,86.0,3.13,5.41,1.18,0.04,-0.11,1.77,-10.168221119526024,-124.78504801842456,-2.411165646254891,14.482428423351244,27.06566031287127,-31.44129487312621,3.32,1.63,86.4,1134.0,6.9,53.61,105.0,3.08,1.18,-1.18
CH,86.3,3.27,5.51,1.06,-0.23,-0.1,1.25,-10.308695013025458,-125.17973120719668,-3.412962278515137,13.285383257529595,25.62295599558569,-34.05278599406872,3.32,1.63,87.3,1324.0,7.1,53.38,108.0,3.31,1.06,-1.06
CH,86.6,3.23,5.48,1.2,0.27,0.44,2.49,-9.180610430732536,-125.79290019827458,-1.4351587059548216,14.64845530203893,26.82125059896041,-29.272385909369863,3.24,1.63,87.0,1296.0,6.8,53.73,108.0,2.8,1.2,-1.2
FF,93.4,3.18,5.59,1.15,1.13,-0.03,2.46,-10.832916443778972,-135.48563087849882,-4.748536860409321,16.58608470920595,31.24320586628974,-17.32567379080113,3.39,1.55,93.5,2424.0,6.6,53.85,124.0,1.51,1.15,-1.15
FF,93.9,3.09,5.67,1.02,1.48,-0.53,3.85,-11.70926892600762,-136.2563853899245,-2.209026417679909,15.445461361605467,32.31901006020395,-13.502400663002746,3.3,1.55,94.1,2601.0,6.8,53.74,125.0,1.14,1.02,-1.02
CH,87.7,3.08,5.51,1.41,0.0,0.2,2.18,-9.883080132980805,-127.24569519050392,-1.844152334308907,17.374444606695224,27.64178007947725,-32.03020950125912,3.16,1.45,87.6,1334.0,6.5,53.96,106.0,3.0,1.41,1.41
CH,86.9,3.19,5.36,1.47,0.07,0.37,1.87,-9.877524526381452,-126.16494431259378,-2.292374845925214,17.717346620262337,26.4874889986622,-31.11233910300725,3.16,1.45,87.6,1443.0,7.0,53.55,111.0,2.97,1.47,1.47
FF,94.5,3.06,5.49,1.25,0.99,-0.19,2.06,-11.250832531810405,-136.97315418824633,-5.364785549217377,18.3687675815454,32.78056182214706,-18.697188109901287,2.78,1.45,94.1,2573.0,6.5,54.03,116.0,1.6,1.25,1.25
FF,96.3,3.08,5.7,1.18,1.15,1.1,3.25,-7.952795057605075,-139.86242036750272,-3.484169429920059,17.306580006567035,34.74556951006166,-16.587830890949473,3.57,1.66,96.3,2612.0,6.6,53.86,120.0,1.34,1.18,-1.18
FF,96.1,3.13,5.6,1.25,1.03,0.25,2.49,-10.490729297720216,-139.45424521423476,-4.937087785095398,18.6874270126572,33.42637878277724,-17.80435460919662,3.53,1.66,96.2,2508.0,6.6,53.88,120.0,1.47,1.25,-1.25
FF,95.6,3.2,5.62,1.29,1.1,0.02,1.39,-11.324142394553032,-138.5917897231603,-7.943533233776912,19.205656663510037,33.27179445120553,-16.255087679278475,3.56,1.66,95.5,2545.0,6.6,53.87,123.0,1.43,1.29,-1.29
FF,96.0,3.25,5.68,1.08,1.27,0.54,3.17,-9.646465113609556,-139.4341955844644,-3.875146299227578,16.39654033095027,34.124642033117354,-14.968831720217816,3.53,1.66,95.8,2437.0,6.5,54.01,118.0,1.23,1.08,-1.08
FF,95.3,3.13,5.64,1.27,1.14,1.04,2.1,-8.370343293922808,-138.4160205222078,-6.186482095779214,18.20712742558237,33.065054399092205,-16.301863101047722,3.66,1.7,95.2,2510.0,6.5,53.98,121.0,1.39,1.27,-1.27
FF,95.9,3.04,5.75,1.12,1.25,0.78,3.37,-8.547068106449068,-139.291145813832,-3.455007770172602,16.574831989941078,33.26095753418753,-15.400707188121038,3.62,1.63,95.9,2589.0,6.5,53.97,125.0,1.25,1.12,-1.12
CH,85.9,3.16,5.45,1.3,-0.1,1.07,2.33,-7.665005959860844,-124.8223104126324,-0.9055675904911504,15.1651130769731,25.506670787813263,-33.255000257965484,3.47,1.66,86.7,1401.0,6.9,53.57,104.0,3.2,1.3,-1.3
CH,87.1,3.24,5.5,1.17,0.07,1.51,1.93,-6.634065149702363,-126.7276469155093,-2.541976103385606,14.020567921622009,26.085207255455515,-31.152440242828536,3.47,1.59,87.9,1272.0,6.8,53.69,104.0,2.94,1.17,-1.17
SL,82.3,3.08,5.6,-1.12,0.62,-0.58,2.75,-6.156593408625482,-119.60009541290071,-1.0059999564854354,-9.25888371355519,26.95233635645116,-26.30736263188072,3.47,1.59,82.2,2044.0,6.7,53.8,244.0,2.8,-1.12,1.12
FF,96.0,3.22,5.65,1.39,1.25,-0.17,2.01,-12.04426416197922,-139.09575137386403,-6.75925636624516,20.811328692953868,33.3994913688622,-14.57085125099645,3.47,1.59,95.2,2688.0,6.2,54.29,127.0,1.26,1.39,-1.39
FF,96.6,3.2,5.59,1.28,1.38,-0.21,1.35,-12.028606200112538,-139.91208815313064,-8.853911948324278,19.573407175535756,33.8082199161316,-12.027790382985314,3.53,1.59,96.6,2600.0,6.7,53.78,120.0,1.1,1.28,-1.28
CH,87.9,3.12,5.4,1.48,0.16,-0.82,1.42,-12.739612854883497,-127.32693423714188,-3.837625899240782,18.684039070863957,26.12508217413317,-29.838289865935597,3.4,1.59,88.7,1588.0,7.1,53.45,110.0,2.82,1.48,-1.48
FF,96.2,3.2,5.59,1.36,1.24,0.38,2.82,-10.628179348514577,-139.64813471675492,-4.5427499968208185,20.270524668146795,33.54535849127172,-15.150081411223198,3.26,1.62,96.5,2567.0,6.7,53.76,126.0,1.25,1.36,-1.36
FF,95.5,3.19,5.58,1.47,1.12,0.74,2.55,-9.816687228978584,-138.55677695951022,-4.838382018099395,21.13963550473304,33.05039080841037,-16.82799209585768,3.26,1.62,95.8,2531.0,6.8,53.75,117.0,1.41,1.47,-1.47
CH,86.9,3.18,5.53,1.34,-0.19,1.14,2.12,-7.686127198467776,-126.28878055862003,-1.5743986883092205,15.888944789673156,26.28993791549054,-34.08676568191184,3.23,1.62,87.5,1447.0,6.8,53.73,111.0,3.22,1.34,-1.34
FF,94.9,3.21,5.64,1.3,1.3,-0.09,1.45,-11.600540687572783,-137.50759056828457,-8.193658286677815,19.18433664211059,32.14461321504571,-13.899603620727913,3.3,1.58,95.0,2510.0,6.7,53.8,126.0,1.26,1.3,-1.3
FF,95.1,3.29,5.64,1.44,1.13,1.16,3.04,-8.816293180870321,-138.1622269113528,-3.647814755768424,20.47746067426524,32.94726773442756,-17.12189159668484,3.26,1.62,94.9,2442.0,6.4,54.07,119.0,1.41,1.44,-1.44
FF,95.1,3.28,5.54,1.41,1.18,0.21,1.3,-11.234762397965904,-137.81354961513247,-8.068388327285358,20.491766836069385,32.43433623639023,-15.453218373993868,3.24,1.62,95.1,2464.0,6.6,53.86,119.0,1.38,1.41,-1.41
CH,86.9,3.1,5.49,1.54,0.19,0.79,2.15,-8.736030168707408,-126.17956735603082,-2.116528634352903,18.311667722564696,28.387149891520643,-29.908465948851376,3.38,1.67,86.8,1448.0,6.6,53.93,111.0,2.87,1.54,-1.54
CH,86.3,3.13,5.49,1.63,0.32,0.31,1.62,-10.067755513183576,-125.179502351612,-3.5713656220238925,19.19638855898157,27.428642953090304,-28.268599852275507,3.38,1.67,86.5,1426.0,6.8,53.72,111.0,2.78,1.63,-1.63
CH,87.5,3.17,5.47,1.52,0.36,-0.31,2.46,-11.639791614599751,-126.91586524392702,-1.8262419852996208,18.815192987858783,27.115584741340083,-28.0611907507051,3.27,1.67,88.1,1559.0,7.0,53.54,111.0,2.64,1.52,-1.52
