pitch_type,release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
FF,95.6,1.96,5.83,0.9,1.38,-0.46,1.85,-8.404942609951853,-138.80620357746906,-7.9656038451457265,13.537250799686891,31.647897693724545,-12.64412535313716,3.67,1.82,95.5,2507.0,6.4,54.12,122.0,1.13,0.9,-0.9
CH,87.0,1.82,5.74,1.24,0.43,0.97,2.34,-4.648312336369258,-126.63142618685984,-2.8431173680754043,14.321642556980828,27.255826930985283,-27.195031517086523,3.59,1.74,87.6,1351.0,6.8,53.72,106.0,2.6,1.24,-1.24
CH,86.5,1.89,5.72,1.33,0.05,1.07,1.07,-4.732550244399315,-125.76078138453654,-4.967487882011987,15.07885966064712,26.776005322771063,-30.763465706583684,3.65,1.8,87.0,1209.0,6.8,53.71,111.0,3.01,1.33,-1.33
FF,94.8,1.93,5.94,0.88,1.47,0.65,3.45,-5.29627589527613,-137.9550943315181,-4.124153059901341,12.404449574329655,31.449610589795565,-12.661915625406651,3.4,1.57,94.8,2496.0,6.4,54.13,128.0,1.07,0.88,-0.88
CH,85.9,1.92,5.72,1.04,0.01,0.74,2.42,-4.948818443959591,-125.08265798737314,-1.580764136792161,11.895894883310998,25.70095522338853,-31.95434640267755,3.52,1.71,86.7,1070.0,6.8,53.71,104.0,3.08,1.04,-1.04
CH,87.0,1.95,5.64,1.05,0.35,0.06,2.01,-6.750251448135973,-126.60290262877834,-3.2696061509012124,12.678608346771558,25.58991411103437,-27.96305883701774,3.24,1.46,87.7,1181.0,6.7,53.79,104.0,2.66,1.05,1.05
CH,85.8,1.95,5.6,1.0,0.18,0.21,1.43,-6.206259693397255,-124.75023418765016,-4.007761796141922,11.681975013917532,24.77025570370701,-29.68874447609889,3.24,1.46,86.7,1152.0,6.9,53.61,104.0,2.92,1.0,1.0
FF,93.6,2.08,5.82,1.24,1.39,0.17,2.5,-7.698281006116707,-135.96168429148173,-5.846836182762635,17.13149556115116,32.258828054609815,-13.837713968507392,3.24,1.46,93.5,2461.0,6.5,54.0,124.0,1.24,1.24,1.24
CH,84.7,1.85,5.66,1.1,0.23,-0.75,1.02,-8.376177535218831,-122.9861606748704,-4.904722736667317,12.945038705556929,26.632305405337974,-29.002583740869877,2.98,1.2,85.2,1320.0,6.9,53.55,111.0,2.99,1.1,1.1
FF,94.6,1.95,5.91,0.98,1.42,-0.77,2.85,-9.224313619082585,-137.29103700437489,-5.3656602943315725,14.477065092617456,31.94401811872559,-13.260991447654382,3.23,1.52,94.1,2458.0,6.2,54.26,127.0,1.16,0.98,-0.98
SL,80.8,2.03,5.66,-0.19,0.6,-1.06,0.66,-6.539221990916436,-117.3883814090882,-5.546337288675315,-0.3486379438101876,25.356529178819017,-25.702304974393385,3.27,1.56,80.7,2165.0,6.6,53.89,276.0,2.94,-0.19,0.19
FF,94.6,1.9,5.81,1.03,1.34,0.5,1.98,-5.9401046139592255,-137.4770839135386,-7.246995917441611,14.39786997801192,33.65350687519837,-13.752043781540731,3.23,1.52,94.3,2330.0,6.4,54.1,126.0,1.24,1.03,-1.03
FF,95.0,2.03,5.88,0.98,1.36,1.12,3.34,-4.56042735982462,-138.09844735073986,-3.9601967681013255,13.526429596567215,34.720264919463496,-14.216680626170689,3.3,1.58,94.5,2425.0,6.3,54.16,126.0,1.2,0.98,-0.98
SL,78.6,1.83,5.66,-0.92,0.58,0.6,1.71,-0.9663303564273572,-114.3169414735956,-2.658606129491384,-7.6852971273300605,25.598999235669066,-26.82905621915512,3.17,1.47,78.3,1905.0,6.6,53.91,263.0,3.18,-0.92,0.92
FF,93.9,1.94,5.84,0.9,1.43,-0.54,1.9,-8.40462773403791,-136.218540360622,-7.57858355033417,13.158362735818248,32.67719637644838,-12.7960424138586,3.3,1.58,93.5,2395.0,6.5,54.04,126.0,1.19,0.9,-0.9
FF,95.6,2.04,5.87,1.08,1.18,0.04,2.35,-7.713476929804729,-138.95450814334535,-6.3570597602953365,15.738736889370772,29.746181479203862,-15.577027535418509,3.35,1.51,95.8,2379.0,6.3,54.15,125.0,1.31,1.08,-1.08
FF,95.2,1.9,5.83,0.86,1.32,0.05,2.35,-6.785675641943559,-138.3335127761109,-6.354378808717757,12.612543308863147,34.60986784659046,-13.975771912896812,3.6,1.74,94.6,2449.0,6.3,54.21,123.0,1.23,0.86,-0.86
FF,96.0,2.07,5.84,0.87,1.46,1.04,3.54,-4.707296790083085,-139.7025429073732,-3.7459876409749526,12.469180000882792,35.005463856589785,-12.563682438312194,3.51,1.74,95.6,2580.0,6.3,54.19,127.0,1.04,0.87,-0.87
FF,96.3,2.0,5.78,0.86,1.38,0.05,1.72,-7.112309976959224,-139.73652232471193,-8.25954280910104,12.948972813940625,34.88959612093955,-12.385316056248168,3.51,1.86,95.8,2441.0,6.4,54.12,126.0,1.12,0.86,-0.86
CH,86.3,1.99,5.61,0.66,0.02,0.34,1.73,-5.338264152698002,-125.47351892441708,-3.019586510928261,8.117341599158374,27.152844958909228,-31.5633916544462,3.31,1.59,86.9,1013.0,6.9,53.64,99.0,3.07,0.66,-0.66
FF,97.0,1.96,5.83,0.98,1.26,0.97,2.22,-4.895014533376831,-141.06688397357672,-6.945453645049218,14.242290820469826,34.254689541717255,-13.993901830888454,3.23,1.59,96.7,2364.0,6.3,54.2,126.0,1.18,0.98,-0.98
FF,95.9,1.96,5.85,1.01,1.32,-0.31,3.83,-8.29769818058457,-139.39768327310344,-2.6623138669448525,15.104405108000185,34.70408340673239,-14.68439510420573,3.31,1.59,95.7,2482.0,6.5,54.04,126.0,1.19,1.01,-1.01
FF,96.7,1.96,5.82,1.03,1.3,-0.13,2.05,-7.947169426717102,-140.3043723102215,-7.408598853529169,15.539414240740452,34.94040523877678,-13.483148289279171,3.15,1.57,96.6,2407.0,6.6,53.86,120.0,1.17,1.03,-1.03
FF,97.1,1.8,5.83,1.22,1.24,-0.59,3.28,-9.220788920015933,-140.97455558765074,-4.093507373104964,18.42744457188479,34.350504562935846,-14.87739000592298,3.18,1.49,97.1,2458.0,6.6,53.92,122.0,1.2,1.22,-1.22
CH,87.2,1.86,5.6,1.1,0.07,-0.46,0.68,-7.917580819832586,-126.68344450626816,-5.823903343611331,13.44572235600829,26.302404493112935,-30.33304493992041,3.13,1.51,87.9,1406.0,6.8,53.65,110.0,2.94,1.1,-1.1
FF,96.6,2.01,5.84,0.95,1.29,-0.21,1.45,-8.104143568823208,-140.17511853552506,-9.008597986364896,14.421950596139329,34.25700822533691,-13.21358523523363,3.08,1.59,96.5,2358.0,6.6,53.92,123.0,1.18,0.95,-0.95
FF,96.9,1.9,5.82,1.03,1.31,-0.27,1.79,-8.147408869730398,-140.64797450023283,-8.161426930513784,15.594079685968405,33.77408595649431,-13.108114684891616,3.22,1.46,96.7,2464.0,6.4,54.07,128.0,1.15,1.03,-1.03
FF,95.2,1.88,5.78,0.87,1.3,0.23,2.99,-6.32527651809821,-138.50125326145675,-4.592583559029349,12.587324992528648,31.487084269268244,-14.655464695337404,3.19,1.46,95.5,2352.0,6.5,54.0,128.0,1.22,0.87,-0.87
CH,83.7,1.88,5.68,0.6,-0.09,1.31,2.2,-2.533899106616075,-121.98491686095656,-1.4949353823890372,6.515716092134354,23.511440470679023,-32.94587972479435,3.25,1.46,84.5,907.0,6.7,53.85,96.0,3.32,0.6,-0.6
CH,84.0,2.0,5.62,0.61,0.05,1.47,2.43,-2.45065415932575,-122.34107491272049,-1.1276653262360998,6.629488983722904,23.4792407342386,-31.64770861491506,3.22,1.46,84.6,810.0,6.6,53.91,97.0,3.17,0.61,-0.61
FF,95.4,1.98,5.9,0.78,1.34,0.52,4.01,-5.6121650533613945,-138.85880184681358,-2.3408823027527017,11.385404035867424,32.19437727146135,-14.6089694059357,3.24,1.48,95.2,2330.0,6.3,54.24,130.0,1.17,0.78,-0.78
FF,94.9,2.04,5.8,0.79,1.34,0.44,2.81,-6.004391446908319,-137.9730481909145,-5.162295984997033,11.508324483465897,31.708252221408983,-14.078963969208338,3.19,1.46,95.2,2331.0,6.6,53.94,131.0,1.2,0.79,-0.79
FF,92.3,1.89,5.82,1.13,0.8,-0.42,2.41,-8.389191732357316,-134.25304060777938,-4.6768480316275,15.44491561599926,26.582802744968813,-21.65427808551091,3.75,1.75,93.2,2332.0,6.6,53.86,120.0,1.86,1.13,-1.13
FF,92.6,1.85,5.88,0.97,1.06,-1.04,2.08,-9.562125696284651,-134.5093188235903,-6.244582508566484,13.837108236441749,27.576269555113377,-18.10121633724488,3.65,1.74,93.2,2342.0,6.6,53.91,126.0,1.6,0.97,-0.97
CH,83.3,1.92,5.56,0.89,0.48,1.03,1.93,-3.825834865747659,-121.24804796950424,-2.811746043317452,9.506359236362645,24.73369400501285,-27.146281745767173,3.58,1.62,83.9,1007.0,6.8,53.75,104.0,2.82,0.89,-0.89
FF,92.2,2.09,5.88,1.28,1.08,-0.07,2.53,-8.28448917968571,-133.791184631784,-4.911274091730669,17.32244478605637,33.70731436134373,-18.35980436760829,3.75,1.75,91.7,2499.0,6.5,53.98,124.0,1.66,1.28,-1.28
FF,93.5,1.97,5.77,1.27,1.02,-0.13,1.22,-8.222558989877786,-135.70018514794617,-8.23312573121337,17.445631293710647,30.2707760256228,-17.93415629539432,3.33,1.56,93.7,2476.0,6.6,53.88,120.0,1.61,1.27,1.27
CH,83.9,2.03,5.6,1.22,-0.04,0.76,1.1,-5.394108942543342,-122.06390327719735,-3.933238131371257,13.21786669839258,24.909436131641336,-32.01357531731898,3.21,1.49,84.6,1427.0,6.8,53.69,110.0,3.29,1.22,1.22
FF,91.2,1.91,5.81,0.41,1.29,-1.27,3.94,-8.849161244245417,-132.47215985492687,-1.4989094667649272,6.833901778304858,30.952819637079767,-17.019322759347407,3.23,1.6,90.7,2418.0,6.3,54.2,115.0,1.49,0.41,0.41
FF,92.3,1.99,5.8,1.03,1.11,-0.67,2.08,-9.045491800144552,-134.04647348648467,-6.047573824150488,14.437248675906602,30.88146638720212,-17.61430592604179,3.32,1.6,92.5,2561.0,6.7,53.85,125.0,1.59,1.03,1.03
SL,76.8,2.07,5.69,-0.03,0.75,-0.21,1.05,-4.811877520564684,-111.827940070878,-4.312000439447432,0.4684848908983351,16.58742622354824,-25.328898395355413,3.11,1.65,77.7,1922.0,6.5,53.97,229.0,3.06,-0.03,-0.03
FF,92.6,1.95,5.85,1.06,1.11,-0.17,1.85,-7.750578884154938,-134.39386627088615,-6.7772000473636655,14.599214765105868,32.38548185233018,-17.34064445944004,3.31,1.53,92.5,2429.0,6.6,53.9,125.0,1.58,1.06,-1.06
CH,82.1,2.01,5.68,0.83,-0.27,-0.55,1.68,-7.495224286861683,-119.36142210911608,-1.981698240647407,9.42677945210992,23.178691366277143,-34.60294254335752,3.31,1.53,82.8,965.0,6.8,53.66,97.0,3.66,0.83,-0.83
SL,79.2,1.92,5.68,-0.79,0.68,0.09,1.64,-2.527295179490588,-115.46562456238338,-3.3880492939373736,-6.658492692952625,20.01823088470852,-25.646359269142657,3.27,1.47,80.0,2107.0,6.6,53.91,288.0,2.92,-0.79,0.79
CH,85.9,1.82,5.66,0.9,0.39,0.59,2.07,-4.766312608502488,-124.99194924959016,-3.0317469458147595,10.393714693219088,26.97317882815563,-27.647020884244192,3.27,1.47,86.4,1397.0,6.8,53.73,109.0,2.71,0.9,-0.9
FF,94.4,1.94,5.82,0.93,1.23,-0.44,2.54,-8.301000323838412,-137.1233796967748,-5.54196915357261,13.69121425066799,33.51485245569948,-15.573939431292546,3.27,1.47,94.3,2406.0,6.6,53.91,121.0,1.36,0.93,-0.93
CH,85.1,1.92,5.72,1.34,0.08,0.98,1.47,-4.926805947534884,-123.6935591993934,-3.691025755683321,14.70853405561524,29.18577244219835,-30.780022565814438,3.22,1.33,85.0,1336.0,6.7,53.79,104.0,3.13,1.34,-1.34
FF,93.2,1.85,5.84,0.87,1.09,-1.19,2.65,-9.765963305664808,-135.2692142126586,-4.825079970953045,12.838235657526758,30.04110142891212,-17.860321234098794,3.35,1.46,93.6,2390.0,6.7,53.79,122.0,1.55,0.87,-0.87
FF,94.6,1.91,5.82,0.96,1.07,-1.35,1.38,-10.700641403121775,-137.16077968979667,-8.336877840987059,14.370248492107915,28.431667223052383,-16.91898548731479,3.4,1.55,95.3,2447.0,6.7,53.76,122.0,1.48,0.96,-0.96
SL,79.2,1.92,5.65,-1.47,0.38,-0.62,1.09,-2.8170248290367867,-115.31263483486016,-3.861198605293448,-12.467686753953894,22.95363560238722,-28.25104282526528,3.46,1.57,79.4,2042.0,6.5,53.96,287.0,3.27,-1.47,1.47
CH,85.7,1.81,5.64,1.16,0.02,-1.99,0.64,-11.403838084178137,-124.24807521718544,-5.599831152642162,14.290747771714354,25.20640494474617,-30.96261040541379,3.4,1.55,86.4,1499.0,7.0,53.55,105.0,3.11,1.16,-1.16
SL,78.9,1.8,5.68,-1.58,-0.13,-1.02,2.29,-3.2262049541808437,-114.8244577533538,-0.2472193068704408,-13.152915210655864,23.710744829850267,-33.4936557796084,3.41,1.56,79.0,1966.0,6.6,53.86,269.0,3.82,-1.58,1.58
CH,82.9,1.94,5.66,0.49,0.22,-0.28,1.25,-6.117850967674752,-120.52946022313316,-3.998258965673184,6.042021789502882,26.83457827749792,-29.34563036463064,3.41,1.56,83.5,1113.0,7.1,53.41,102.0,3.14,0.49,-0.49
FF,92.3,1.93,5.78,0.95,1.1,-1.39,1.35,-10.540822911332995,-133.8251928031483,-7.784814197044409,13.839332785852127,31.75250801260663,-17.275801912407868,3.47,1.56,92.1,2302.0,6.6,53.91,121.0,1.61,0.95,-0.95
SL,79.5,1.95,5.85,-1.4,0.29,-0.54,1.13,-2.8203113124595007,-115.66108490041212,-4.086061819212426,-11.914584754875357,23.538137193713503,-29.01726749515771,3.36,1.62,79.4,1972.0,6.5,54.04,285.0,3.35,-1.4,1.4
SL,77.4,1.95,5.74,-1.1,0.2,-0.16,1.75,-2.483515341154576,-112.63977272676529,-1.897467381968926,-8.846138398488407,22.128363381372942,-30.342425994156137,3.16,1.5,77.6,1915.0,6.6,53.9,285.0,3.63,-1.1,1.1
CH,81.8,1.94,5.67,1.19,-0.54,0.35,1.47,-5.89796494351088,-118.98195560303,-1.7799521483651617,12.429952348833046,25.87785032539399,-37.099066990962505,3.36,1.62,81.8,1029.0,6.6,53.91,99.0,3.99,1.19,-1.19
SL,78.9,1.83,5.6,-0.72,0.67,0.71,2.12,-1.0992763676488968,-114.93478703424296,-2.000745374152653,-6.180879413605955,22.333621560124108,-26.075259845166425,3.24,1.48,79.7,2043.0,6.9,53.59,267.0,3.0,-0.72,0.72
FF,95.3,1.91,5.89,1.1,1.37,0.11,2.94,-7.223382388271309,-138.4613182627114,-5.124335294780165,15.796248266575663,34.61941560097533,-13.67951727195831,3.24,1.48,95.3,2444.0,6.7,53.83,124.0,1.18,1.1,-1.1
CH,84.4,1.95,5.62,1.45,-0.17,0.95,1.85,-5.279089508585381,-122.83959410983152,-2.0496116836175347,15.720956747294512,24.93047185564387,-33.73881717836965,3.24,1.48,85.3,1314.0,6.9,53.6,110.0,3.38,1.45,-1.45
CH,86.3,1.74,5.58,1.26,-0.08,-0.92,1.5,-8.936056124167818,-125.52651503859134,-3.4055363573831734,15.025449383855964,22.64889993178887,-32.56616107354158,3.17,1.46,87.2,1383.0,6.7,53.85,107.0,3.12,1.26,-1.26
FF,94.1,1.85,5.9,1.13,1.3,1.3,3.32,-3.952230632713355,-136.81419264241606,-3.804676292533796,14.985708303748895,35.33697189540908,-15.283267538092153,3.2,1.48,93.8,2458.0,6.5,53.96,125.0,1.31,1.13,-1.13
CH,84.0,1.94,5.57,1.19,0.02,1.88,0.89,-2.535341413163667,-122.34610475993536,-4.533772302280122,12.49422915762807,24.15089254479989,-31.247085723675813,3.14,1.47,84.7,1138.0,6.7,53.79,105.0,3.2,1.19,-1.19
FF,94.1,1.82,5.84,1.2,1.04,-0.74,3.15,-9.378935686264098,-136.8365552821895,-3.704726131064288,17.009877241835618,24.19610366375062,-18.333502538162897,3.24,1.48,95.4,2403.0,6.6,53.85,119.0,1.49,1.2,-1.2
FF,95.2,1.98,5.85,1.23,0.85,0.4,2.09,-6.930786939715684,-138.44603923339628,-6.202098396919906,17.360937090987562,27.650171374484422,-20.11815602287937,3.19,1.49,96.0,2487.0,6.5,53.95,121.0,1.65,1.23,-1.23
FF,93.3,1.91,5.77,1.2,1.18,-0.38,1.77,-8.547305834912596,-135.5411411456326,-7.177916965936261,16.656462105558738,27.57163780411567,-16.16762442148669,3.21,1.49,93.8,2508.0,6.5,53.97,122.0,1.43,1.2,-1.2
CH,85.2,1.99,5.67,1.12,0.43,-0.4,2.09,-7.986700269369758,-123.77940904986724,-2.924396608521944,13.172398121987516,26.96314714587364,-27.36415548513242,3.09,1.43,86.2,1212.0,7.2,53.26,105.0,2.74,1.12,1.12
SL,80.3,1.94,5.65,-1.54,0.25,-1.15,1.39,-3.955025233036216,-116.7727136906532,-3.1444919483486475,-13.11951494027582,24.45579797350047,-29.453962984975245,2.96,1.43,80.5,2049.0,6.7,53.81,273.0,3.32,-1.54,-1.54
FF,93.9,1.8,5.92,1.41,1.27,1.01,3.57,-5.202066226467293,-136.49527445213602,-3.0624422533267057,18.733237400141704,36.540927089673936,-15.926493320059537,3.09,1.43,93.2,2380.0,6.4,54.1,123.0,1.36,1.41,1.41
FF,93.9,2.03,5.83,1.5,1.36,0.07,2.88,-8.378323699691837,-136.28882108211062,-4.76243251539871,20.57245854012411,36.31639938829024,-14.457538069817614,3.09,1.43,93.0,2466.0,6.4,54.1,125.0,1.29,1.5,1.5
SL,79.8,1.96,5.77,-1.7,0.15,-1.69,0.6,-4.838252524754697,-115.96275422046502,-4.722843886345888,-13.870636315700656,28.07321631627229,-29.963277132957856,3.08,1.44,79.3,2029.0,6.7,53.79,292.0,3.53,-1.7,-1.7
SL,76.9,1.98,5.76,-1.66,0.55,-0.73,2.48,-2.72303918987758,-111.69317952412,-0.6786577392949564,-12.829202831163425,27.884716363342665,-27.830533241521117,3.12,1.44,75.6,1939.0,6.4,54.14,276.0,3.45,-1.66,-1.66
CH,83.9,2.06,5.72,1.41,0.47,0.97,1.82,-5.344875001066429,-122.0590497625932,-3.5285038293384297,15.163735861960618,25.80558437850936,-26.979019568159785,3.53,1.61,84.1,1359.0,6.6,53.9,113.0,2.79,1.41,-1.41
FF,93.1,1.94,5.87,1.23,1.37,-0.39,2.31,-8.694561625282157,-135.07948098188393,-6.273655315107556,17.11217568959526,33.754811480598626,-14.157011912203282,3.6,1.66,92.5,2449.0,6.4,54.09,120.0,1.3,1.23,-1.23
SL,78.3,1.95,5.77,-1.11,0.51,-1.03,1.48,-4.392369156287264,-113.75552089720937,-3.130573855003188,-8.446197849932986,26.66268675077216,-27.41400257081792,3.55,1.61,77.8,1954.0,6.7,53.82,261.0,3.31,-1.11,1.11
SL,79.9,1.96,5.72,-1.26,0.51,-0.01,2.55,-1.945057622288628,-116.1281903269903,-0.9356281279207292,-10.549661592306707,30.55633279929339,-27.738836727981024,3.75,1.75,79.0,2009.0,6.7,53.8,267.0,3.19,-1.26,1.26
CH,85.6,1.81,5.62,1.14,0.18,0.37,1.66,-5.74381219284388,-124.49526185092073,-3.358395212747591,13.063201323556292,28.62803666851159,-29.786568707264745,3.75,1.75,85.8,1191.0,6.8,53.72,103.0,2.97,1.14,-1.14
FF,95.2,1.82,5.91,1.1,1.31,-0.78,1.95,-9.28404837733185,-138.09246801328572,-7.611313347578311,16.221706061035377,34.869756382601246,-13.770963671230495,3.72,1.75,94.7,2537.0,6.5,54.0,129.0,1.25,1.1,-1.1
CH,84.1,1.84,5.63,1.05,-0.15,0.98,1.54,-4.1432445998888205,-122.371342520361,-2.7642546547512388,11.405968605437106,26.44125297213841,-33.32777590077061,3.68,1.74,84.7,1071.0,6.9,53.59,99.0,3.4,1.05,-1.05
SL,79.9,1.96,5.78,-1.11,0.39,-0.37,1.96,-3.046884284694806,-116.11166082684984,-2.219826382218086,-9.090370689564258,28.22671159468377,-28.471377498622857,3.75,1.75,79.5,2060.0,6.8,53.72,243.0,3.28,-1.11,1.11
FF,95.0,1.78,5.86,1.04,1.11,0.35,3.51,-6.085900308186267,-138.2460334378004,-2.9496534187583494,14.686697859091014,32.43610524434231,-17.48422654111474,3.08,1.55,95.0,2362.0,6.4,54.07,127.0,1.42,1.04,1.04
CH,85.5,1.79,5.7,1.36,-0.02,-1.62,0.68,-10.926982512537569,-123.95107710765048,-5.508186224490646,16.28741755425,25.631187816627435,-31.38716261948292,2.91,1.44,86.3,1283.0,7.1,53.41,108.0,3.17,1.36,1.36
FF,94.7,1.95,5.94,1.29,0.92,0.29,2.77,-7.230228272924185,-137.61211555573516,-4.631164794301035,18.00877427952955,32.19232860250378,-19.70517094801841,3.08,1.55,94.8,2407.0,6.5,53.96,123.0,1.65,1.29,1.29
FF,93.3,1.94,5.85,1.16,0.91,0.88,2.26,-5.319968502781399,-135.70488535887586,-5.476218611614961,15.543011646975668,31.271513060953904,-19.873908127032173,3.11,1.55,93.5,2415.0,6.5,53.96,125.0,1.72,1.16,1.16
CH,85.8,1.92,5.71,1.32,0.02,-0.15,2.24,-7.6346195812184945,-124.67257881098983,-1.92490900457588,15.366959064838698,26.83013991921688,-31.79222751491081,3.11,1.55,86.1,1388.0,6.7,53.77,106.0,3.11,1.32,1.32
FF,94.1,1.91,5.9,1.32,0.87,-0.69,1.42,-9.689571616817584,-136.3561286250836,-7.6918812989165,18.724491479857736,36.017701416031336,-19.65130239246345,3.09,1.56,93.3,2363.0,6.5,53.98,125.0,1.77,1.32,1.32
SL,79.2,2.04,5.83,-0.59,0.19,-1.29,1.94,-6.190115054671656,-115.18768156750426,-1.977501448884538,-3.8791932797140056,24.60864879943726,-30.30928131498063,3.31,1.53,79.0,1986.0,6.5,53.97,244.0,3.49,-0.59,0.59
FF,92.5,1.94,5.92,1.27,1.34,-0.06,1.8,-7.872500082335732,-134.2532323323117,-7.524627691533534,17.171096433406657,32.59507545457555,-14.496227514103031,3.3,1.5,92.0,2394.0,6.4,54.08,121.0,1.37,1.27,-1.27
CH,82.6,1.96,5.8,1.23,-0.09,-0.01,1.32,-6.932254632176233,-120.1171157976348,-3.504951562304832,13.323434318427807,24.509875203923503,-32.48662117425062,3.3,1.52,82.9,1092.0,6.6,53.86,105.0,3.44,1.23,-1.23
FF,93.1,1.7,5.92,1.19,1.18,-0.72,2.5,-8.868406726563986,-135.2154948630021,-5.599076014671392,16.57272960712151,30.38204814074693,-16.635870390331352,3.27,1.47,93.5,2465.0,6.7,53.82,122.0,1.47,1.19,-1.19
CH,83.4,1.79,5.69,1.23,0.46,-0.1,2.01,-6.827890465826974,-121.28803114565538,-2.9290341873879897,13.502956282024543,24.04565914799882,-27.238775654663545,3.27,1.47,84.0,1181.0,6.8,53.72,105.0,2.82,1.23,-1.23
CH,85.2,1.84,5.62,1.34,0.01,-0.25,0.82,-7.7275882894346655,-123.7470142644544,-5.026653649218011,15.351335523626316,25.58923593116268,-31.17737068155669,3.27,1.47,86.2,1343.0,7.1,53.38,108.0,3.15,1.34,-1.34
SL,79.4,2.02,5.72,-1.06,0.42,-0.38,1.34,-3.2962060436370364,-115.50016380986398,-3.5961516102635875,-8.760030509516247,22.8335444680342,-27.936128091943512,3.32,1.52,79.8,2124.0,6.7,53.79,266.0,3.22,-1.06,1.06
FF,93.3,1.82,5.84,1.33,1.06,-0.16,1.89,-8.075537966103761,-135.5148113566824,-6.775578725064952,18.197285084019555,28.805618062274657,-17.790236809377024,3.27,1.47,93.9,2364.0,6.7,53.84,123.0,1.56,1.33,-1.33
CH,84.2,1.73,5.65,1.24,0.34,-0.56,0.79,-7.871789406242611,-122.31839141565506,-5.568983579484922,13.989750721439949,25.278278437173388,-27.81053448792196,3.22,1.33,85.0,1262.0,7.0,53.51,104.0,2.9,1.24,-1.24
SL,78.4,1.71,5.72,-0.64,0.59,-0.53,2.46,-3.696928689589325,-114.20566396645448,-1.3219108522501777,-4.942044097189332,20.240420564810883,-26.940929817964975,3.41,1.56,79.3,1949.0,6.7,53.76,272.0,3.1,-0.64,0.64
SL,80.4,1.78,5.67,-0.14,0.61,1.04,2.38,-1.376704627899654,-117.22836496991998,-1.8356529902486391,-1.0890178058919415,21.151551297035493,-26.38490856437765,3.51,1.66,81.3,2076.0,6.7,53.79,233.0,2.89,-0.14,0.14
FF,92.6,1.76,5.85,1.05,1.21,-0.14,2.31,-7.215389144951739,-134.49761576807097,-5.881200776956437,14.390459577395577,30.88125574024323,-16.400270971783144,3.41,1.56,93.0,2294.0,6.8,53.71,127.0,1.47,1.05,-1.05
FF,93.2,1.84,5.97,0.64,1.19,0.13,2.85,-5.84895935734142,-135.5303013376643,-4.875948270861746,9.226535079739564,29.86480538897298,-16.66973418864526,3.36,1.62,93.6,2281.0,6.6,53.95,128.0,1.44,0.64,-0.64
CH,84.0,1.91,5.69,1.12,0.24,1.14,2.25,-4.051957089515716,-122.33804581442443,-2.072510747881597,12.042814695874869,23.9401506411944,-29.56181298630888,3.36,1.62,84.9,1153.0,6.8,53.69,104.0,2.98,1.12,-1.12
FF,94.0,1.82,5.95,0.84,1.26,-1.38,2.71,-10.186634502831629,-136.31595282962496,-5.433832485379543,12.894414941277628,32.54849316539114,-15.378117541830436,3.22,1.48,93.9,2409.0,6.6,53.9,128.0,1.35,0.84,-0.84
FF,91.9,1.91,5.91,0.81,1.29,-0.68,3.14,-8.357467050015778,-133.48129930477796,-3.9267178275880608,11.584158875590266,31.100410500714386,-16.168922789872344,3.22,1.52,92.0,2265.0,6.6,53.86,134.0,1.44,0.81,-0.81
CH,84.1,1.94,5.74,1.06,-0.22,0.17,1.46,-6.260500887031705,-122.2286786886317,-3.064358961067985,11.861660362562358,25.198354266233128,-33.99411582740503,3.24,1.48,84.6,1250.0,6.8,53.7,113.0,3.47,1.06,-1.06
FF,93.2,1.96,5.87,1.21,1.24,0.53,2.78,-6.349653324037666,-135.48905329680278,-4.867778094202503,16.330104326536322,32.03311989071343,-16.04134425881771,3.24,1.48,93.0,2415.0,6.4,54.07,127.0,1.41,1.21,-1.21
CH,83.0,1.96,5.8,1.1,0.07,0.95,2.93,-4.515369887902554,-120.80336039830836,-0.2106289897204252,11.625220548210429,23.89954053537047,-31.620394848236856,3.15,1.32,83.6,1035.0,6.7,53.79,94.0,3.24,1.1,-1.1
FF,94.7,1.64,5.86,1.15,1.16,-0.84,1.86,-9.116319049162072,-137.2908405895599,-7.280045183909427,16.760935657202445,35.91732223448974,-15.944985162351772,3.06,1.45,94.5,2530.0,6.8,53.72,124.0,1.44,1.15,1.15
SL,80.1,1.96,5.7,-0.72,0.52,-0.42,1.62,-3.93235976719407,-116.51993479783047,-3.251166701278281,-5.680401129448407,23.67073219332102,-26.99293502753628,3.09,1.43,80.4,2051.0,6.7,53.79,276.0,3.05,-0.72,-0.72
FF,94.6,1.66,5.91,1.25,1.21,-0.65,2.2,-8.875581574410225,-137.24045201870814,-6.638008874525842,17.811168993269334,34.0291347609527,-15.500724075840852,3.15,1.43,94.6,2479.0,6.7,53.77,128.0,1.37,1.25,1.25
CH,86.9,1.86,5.68,1.58,-0.08,0.17,1.78,-7.366769610419936,-126.33060246328644,-2.9960258886157565,18.46837261088705,26.263600363043945,-32.60440042697879,3.53,1.61,87.6,1491.0,6.9,53.65,115.0,3.11,1.58,-1.58
