release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
95.5,3.27,6.44,0.57,1.44,-0.08,4,-10.04702845,-138.7066607,-4.006649503,9.596237415225572,30.30197423580515,-12.87034526,3.92,1.79,94.9,2245,6,54.48,149,1.07,0.57,-0.57
94.2,3.36,6.35,0.67,1.49,-0.12,1.85,-10.48595276,-136.6057852,-9.232545543,10.725025377733347,29.640579174562365,-11.59304311,3.93,1.77,93.8,2218,6.2,54.26,147,1.09,0.67,-0.67
88.7,3.28,6.3,0.02,0.42,-0.59,2.13,-9.45249309,-128.8205025,-5.003948196,2.066068732837352,24.538695584272016,-26.68407712,3.55,1.63,88.5,2066,6.1,54.39,157,2.47,0.02,-0.02
93.8,3.35,6.34,1.3,0.78,0.7,2.49,-9.664153142,-136.2344551,-5.941999897,18.256627439932824,27.380828746530817,-21.32183729,3.55,1.63,93.6,2061,6.1,54.4,139,1.8,1.3,-1.3
84.1,2.93,6.6,0.73,1.25,1.04,1.7,-5.811636966,-122.3234609,-7.459957942,8.478232126910155,22.359129317501026,-18.36359342,3.55,1.64,84.1,1578,6.1,54.38,140,1.96,0.73,-0.73
94,3.04,6.53,0.5,1.41,-0.84,2.75,-11.10997543,-136.2442905,-7.138666843,8.742751757,30.462348679205057,-13.14115195,3.39,1.57,93.4,2234,6.2,54.29,148,1.19,0.5,-0.5
87.3,3.27,6.27,-0.13,0.42,-0.09,3.3,-7.802407933,-126.9751295,-1.863641506,0.1790498501371503,25.541636320092245,-27.42399587,3.41,1.56,87.1,2053,6.2,54.33,152,2.57,-0.13,0.13
74.9,2.75,6.5,-0.43,-1.2,-1.73,0.05,-8.449871313,-108.5909818,-3.793371387,-1.552022144,23.03072788683865,-40.98148719,3.19,1.5,74,2387,6.3,54.23,346,5.37,-0.43,0.43
95.3,3.32,6.19,0.97,1.09,0.29,2.07,-10.08045541,-138.2387926,-7.561452611,14.704109506176994,31.70609808163716,-16.57594387,3.41,1.56,94.6,2390,6.1,54.38,143,1.44,0.97,-0.97
94,3.09,6.41,0.88,1.31,0.31,3.59,-9.150037536,-136.58708,-4.489238378,13.051131741621882,29.06862682254793,-14.87848053,3.41,1.56,93.8,2418,6.2,54.31,139,1.27,0.88,-0.88
94.8,3.35,6.26,0.96,1.12,1.15,1.94,-7.871910157,-137.7131656,-8.115550828,13.95168731201898,29.431573120959705,-16.25800981,3.41,1.64,94.7,2480,6.2,54.26,141,1.41,0.96,-0.96
96,3.51,6.25,0.52,1.15,0.09,1.87,-10.17833272,-139.2179741,-8.516995834,9.100884873,31.93458454927182,-15.44105457,3.29,1.49,95.4,2239,6.2,54.33,142,1.35,0.52,-0.52
81.2,2.78,6.63,0.39,0.95,0,0.88,-6.963966167,-117.9526191,-8.129690416,4.859674276818704,19.99638581516686,-21.964094,3.12,1.41,81.4,1382,6.3,54.24,140,2.49,0.39,-0.39
95.6,3.25,6.4,0.86,1.17,-0.03,1.11,-10.48616291,-138.4957909,-10.84483674,13.401473866626295,31.320883951116667,-14.75913829,3.29,1.52,94.8,2244,6.1,54.38,143,1.35,0.86,-0.86
87.2,3.36,6.41,-0.18,0.52,0.45,3.77,-6.581635199,-126.8850818,-1.278009691,-0.665997082,25.33526463670605,-26.47316005,3.29,1.46,87,2056,6.1,54.37,136,2.47,-0.18,0.18
96.3,3.12,6.44,0.78,1.21,-0.15,2.07,-10.38813034,-139.6883632,-8.674711174,12.596438214810286,32.52166003,-14.45764609,3.47,1.59,95.6,2202,6.1,54.38,143,1.27,0.78,-0.78
81.5,2.89,6.6,0.58,0.94,0.72,2.33,-6.014920212,-118.5617759,-4.822008568,6.648802295093904,22.07007715881552,-22.57693329,3.47,1.59,81.6,1307,6.3,54.2,139,2.49,0.58,-0.58
87.6,3.31,6.33,0.02,0.49,-0.18,0.77,-8.448234041,-127.1674464,-8.306838945,1.8165821331810128,23.349682268734107,-25.43135383,3.3,1.5,87.6,2049,6.2,54.29,139,2.47,0.02,-0.02
95.2,3.34,6.45,0.63,1.27,0.53,3.68,-8.734659525,-138.2236266,-4.384084174,10.164567745280374,33.314590035339975,-15.13270895,3.19,1.5,94.3,2275,6.1,54.42,144,1.27,0.63,-0.63
86.9,3.37,6.3,-0.11,0.27,-0.9,1.89,-9.982484932,-126.2873945,-4.950956179,0.7216557072448593,23.90610628,-28.52640305,3.3,1.5,87,2305,6.3,54.22,138,2.74,-0.11,0.11
93.5,3.22,6.41,0.6,1.06,-0.3,3.05,-10.31060075,-135.7740367,-5.23508561,9.550771996293255,28.39491625221112,-18.0476788,3.3,1.5,93.2,2067,6.1,54.38,142,1.55,0.6,-0.6
94.4,3.26,6.42,0.8,1.09,1.71,1.48,-5.773191659,-137.0730174,-9.512243078,11.31042149684834,30.335758928720608,-16.52438213,3.3,1.54,94.1,2142,6.2,54.29,136,1.48,0.8,-0.8
85.2,3.57,6.26,0.02,0.27,0.36,1.07,-7.574871045,-123.8998043,-6.472989236,1.6360004482950905,23.359017472675976,-28.29241224,3.3,1.52,85.3,1950,6.3,54.22,126,2.86,0.02,-0.02
70.9,2.94,6.58,-0.56,-1,-0.37,2.4,-5.525297327,-103.0891037,1.1356975593635297,-2.981678552,18.42939192078474,-39.7018047,3.3,1.47,70.6,2140,6.2,54.25,337,5.57,-0.56,0.56
94.7,3.25,6.34,0.63,1.24,-0.28,3.82,-10.57542685,-137.5935387,-3.675530241,10.288838370422502,28.563072455329078,-15.73255309,3.41,1.56,94.4,2340,6.1,54.44,146,1.3,0.63,-0.63
74.2,2.76,6.49,-0.37,-1.15,-0.79,1.7,-6.606933306,-107.9135683,-0.501574186,-1.656459666,19.71553294,-41.28864447,3.41,1.56,73.8,2178,6.2,54.35,339,5.31,-0.37,0.37
95.8,3.34,6.31,0.87,1.28,0.73,3.6,-8.814369448,-139.1645415,-4.351350165,13.36137304804546,33.103121649616114,-14.81200794,3.41,1.56,95.2,2389,6.2,54.32,146,1.23,0.87,-0.87
80.6,2.66,6.66,0.71,1.13,0.84,1.66,-5.366186665,-117.2000741,-6.578514404,7.521754880820382,22.08753753,-20.68679983,3.41,1.56,80.4,1329,6.2,54.32,143,2.38,0.71,-0.71
94.2,3.2,6.43,0.55,1.32,0.1,4.21,-9.21373752,-136.806231,-2.947172527,8.986325022489051,31.734154888914414,-15.15664365,3.21,1.38,93.4,2175,6.1,54.45,142,1.27,0.55,-0.55
86.9,3.39,6.21,-0.13,0.43,-1.07,2.43,-10.3936331,-126.1271667,-3.748945326,0.669312427,25.082205592238267,-26.98488729,3.28,1.51,86.8,2111,6.3,54.2,161,2.6,-0.13,0.13
85.6,3.32,6.27,-0.15,0.25,-0.22,3.3,-8.03075969,-124.4644351,-1.212222318,0.145219509,26.149013607857725,-29.54941597,3.41,1.56,85.2,2061,6.2,54.3,180,2.88,-0.15,0.15
72.6,2.84,6.57,-0.64,-1.35,-0.39,2.28,-5.348063969,-105.479786,1.2530436998484389,-3.655439278,20.93949535,-42.6096987,3.41,1.56,71.9,2247,6.2,54.31,335,5.74,-0.64,0.64
93.5,3.39,6.29,0.66,1.32,0.02,2.82,-10.10388658,-135.5656019,-5.967759713,10.533247237394622,33.51964296054994,-14.7624892,3.37,1.53,92.6,2310,6.2,54.26,139,1.34,0.66,-0.66
80.8,2.78,6.54,0.75,0.93,-0.25,-0.33,-8.131887404,-117.0590039,-10.28735048,8.495006398077258,23.68229561429372,-21.75732632,3.37,1.54,80.3,1461,6.3,54.17,140,2.62,0.75,-0.75
88.6,3.43,6.12,-0.31,0.54,-1.13,0.43,-10.45269296,-128.4078011,-8.898902959,-1.341998119,25.499815505490584,-24.47728341,3.37,1.49,88.2,2208,6.2,54.31,142,2.38,-0.31,0.31
94.3,3.01,6.44,0.57,1.34,-0.8,1.82,-11.08765367,-136.6020099,-9.225001582,9.590770799475624,29.76297829206236,-13.40494633,3.3,1.5,93.7,2283,6.2,54.34,151,1.24,0.57,-0.57
81,2.79,6.66,0.42,0.89,0.74,4.42,-5.364031363,-117.8636178,-0.058089462,4.963025646571698,23.12838009700028,-24.08535287,3.3,1.44,80.6,1270,6.1,54.4,141,2.59,0.42,-0.42
94.4,3.16,6.43,0.56,1.37,-0.1,2,-9.688193143,-136.9878111,-8.822541831,9.156729311795289,30.37847959325422,-13.06760721,3.41,1.56,93.9,2148,6.2,54.35,144,1.2,0.56,0.56
86.7,3.19,6.37,-0.09,0.37,-0.16,0.22,-7.758102732,-125.7616225,-9.140751745,0.7648538066104044,27.0651858,-26.45770753,3.41,1.67,85.9,1983,6.1,54.4,129,2.7,-0.09,-0.09
86.3,3.39,6.34,0.12,0.28,-0.19,1.64,-8.731627976,-125.3110373,-5.494141658,3.122634929909405,26.245306851432847,-28.22247757,3.44,1.69,85.8,2120,6.2,54.31,162,2.8,0.12,0.12
97.6,3.19,6.34,0.68,1.22,-0.91,1.9,-12.53554645,-141.2589901,-9.130451789,12.009176609989336,33.61554780386686,-13.81834542,3.28,1.61,96.9,2349,6.3,54.24,139,1.21,0.68,-0.68
97.9,3.26,6.37,0.71,1.13,-0.22,3.94,-10.95609071,-142.1401983,-3.603242603,12.277945050128045,35.24453451395006,-16.22342019,3.23,1.59,97,2371,6.1,54.41,142,1.27,0.71,-0.71
97.7,3.18,6.25,0.76,1.06,-0.93,1.63,-12.71137977,-141.5514313,-9.30171969,13.07535847597875,32.11273149722196,-15.79477272,3.32,1.56,97,2442,6.1,54.41,140,1.34,0.76,-0.76
84.5,2.9,6.53,0.76,0.88,0.73,3.37,-6.566297216,-123.0090222,-2.837541917,8.961567318801631,21.770864409386725,-22.81037908,3.41,1.56,84.9,1530,6.3,54.19,134,2.28,0.76,-0.76
72.2,2.96,6.62,-0.5,-1.05,0.37,1.71,-4.276990622,-105.0931475,-0.564029701,-3.018527083,17.726805438487915,-40.09050562,3.22,1.55,71.9,2354,6,54.46,338,5.42,-0.5,0.5
74.4,2.98,6.51,-0.66,-1,-0.45,1.53,-5.851339664,-108.2173482,-1.183650453,-4.10825795,19.79931116074544,-40.01116777,3.29,1.49,74.2,2403,6.2,54.26,334,5.14,-0.66,0.66
96.4,3.19,6.42,0.8,1.23,-0.06,4.27,-10.39668584,-140.0099547,-2.892967765,12.91803884728205,32.93647340182584,-15.61552482,3.29,1.55,95.7,2377,6.1,54.42,144,1.25,0.8,-0.8
95.1,3.21,6.36,0.88,1.2,0.1,2.78,-10.08201032,-138.0135039,-6.411975876,13.45471238138556,29.909429518754816,-15.59010085,3.29,1.49,94.9,2447,6.3,54.24,144,1.33,0.88,-0.88
94.8,3.26,6.34,0.76,1.22,0.74,2.98,-8.230360158,-137.8315479,-5.839871501,11.424778150990472,29.610343114120354,-15.43235054,3.29,1.49,94.5,2378,6.1,54.41,144,1.31,0.76,-0.76
73.8,3.08,6.6,-0.44,-1.26,1.02,3.23,-3.411025748,-107.4440352,2.559522892412493,-2.852269554,18.107354849911843,-42.5840189,3.25,1.52,73.6,2482,6.1,54.44,331,5.43,-0.44,0.44
88.6,3.54,6.27,-0.06,0.41,-0.1,2.86,-8.726200138,-128.8004603,-3.161649805,1.050477902111418,24.90731567454257,-27.10309724,3.47,1.59,88.6,2274,6.2,54.33,156,2.48,-0.06,0.06
77.5,2.72,6.43,-0.77,-1.26,-1.74,-1.13,-8.080453348,-112.3008133,-6.702349796,-4.614385167,24.585838847033276,-41.40201745,3.47,1.62,76.5,2537,6.3,54.25,347,5.15,-0.77,0.77
94.8,3.18,6.44,0.91,1.24,0.14,2.45,-9.861657067,-137.5390416,-7.438014121,13.753712794321224,31.67888611987155,-14.87358785,3.47,1.59,93.9,2223,6,54.5,142,1.32,0.91,-0.91
82.3,2.82,6.67,0.9,0.92,-0.21,2.18,-8.581806273,-119.5035235,-5.368917174,10.25439266865989,23.43464417013855,-22.50241234,3.36,1.47,81.9,1438,6.2,54.32,138,2.47,0.9,-0.9
88.6,3.1,6.33,-0.06,0.48,-0.83,1.66,-9.438562612,-128.687577,-6.38589406,1.0934475992755248,23.664308888190487,-25.75932998,3.3,1.5,88.7,2218,6.2,54.31,168,2.41,-0.06,0.06
84.2,2.48,6.48,0.87,1.14,-0.24,-0.01,-8.01487503,-121.9756279,-10.96243644,10.163413339296785,22.47727692784032,-18.80810746,3.25,1.46,84.4,1601,6.6,53.95,139,2.09,0.87,-0.87
82.2,2.82,6.59,0.56,0.83,0.05,3.5,-7.345694621,-119.5246543,-2.053977784,6.781777098609295,22.612166329252755,-24.04455926,3.3,1.5,82.2,1216,6.3,54.21,140,2.55,0.56,-0.56
94.7,3.14,6.37,0.64,1.32,-0.09,3.27,-9.814077371,-137.5680333,-5.377620793,10.18772575093164,29.34975606179509,-14.35177237,3.3,1.5,94.7,2307,6.3,54.23,145,1.22,0.64,-0.64
97,3.58,6.09,0.86,1,0.35,1.66,-10.57813789,-140.5424175,-8.457677019,14.014709060659497,35.57471287666743,-17.0059242,3.41,1.56,96.1,2180,6.3,54.22,138,1.47,0.86,-0.86
95.5,3.47,6.23,0.68,1.22,0.27,2.57,-9.931404297,-138.546222,-6.698246558,11.102226930672714,32.16907334776948,-15.04845235,3.41,1.56,94.8,2175,6.2,54.34,139,1.3,0.68,-0.68
95.1,3.24,6.38,0.83,1.3,1.55,3.62,-6.274474131,-138.2953523,-4.446547256,12.107071834663683,33.12391278546079,-14.76757092,3.32,1.5,94.5,2072,6.2,54.35,144,1.24,0.83,-0.83
87.3,3.46,6.27,0.11,0.4,0.32,3.26,-7.724258124,-126.9189093,-1.902192756,2.7573536066614293,25.602011478325235,-27.71211506,3.41,1.56,86.9,2055,6,54.46,157,2.6,0.11,-0.11
95.8,3.06,6.32,0.74,1.25,-1.09,1.87,-12.56229718,-138.696605,-8.879871633,12.39703885755356,30.85383752,-14.14939489,3.48,1.59,95.3,2305,6.3,54.23,147,1.26,0.74,-0.74
89.2,3.21,6.3,-0.01,0.42,-0.75,0.56,-9.657167295,-129.3472962,-8.920156237,1.8391557115997763,26.69344868711044,-25.75833756,3.5,1.61,88.8,2098,6.2,54.3,140,2.47,-0.01,0.01
73.4,2.97,6.64,-0.77,-1.19,0.54,3.26,-3.55697628,-106.7316782,2.572189678579172,-5.264826464,19.119862183674964,-41.90221817,3.41,1.58,73,2120,6.1,54.4,335,5.44,-0.77,0.77
95.7,3.32,6.38,0.67,1.27,0.63,2.98,-8.573769976,-139.0025668,-6.154313311,10.62559492389201,31.53308069143351,-14.49352351,3.41,1.56,95.1,2153,6.1,54.44,147,1.23,0.67,-0.67
74.2,2.75,6.51,-0.58,-0.98,-0.25,2.98,-5.13779781,-108.0227794,1.689063971465262,-3.650681656,18.17440388034492,-40.37673376,3.31,1.39,74.3,2229,6.3,54.23,334,5.11,-0.58,0.58
94,3.14,6.37,0.56,1.18,-0.43,2.91,-10.44009249,-136.4113787,-5.788073045,9.472243624262337,33.10270216925236,-16.25314814,3.37,1.53,93.2,2118,6.2,54.32,143,1.43,0.56,-0.56
82.7,3.09,6.59,0.87,0.96,0.58,3.51,-7.383440696,-120.2380359,-2.35838204,9.869526935768365,24.068364651947658,-22.58098381,3.39,1.48,82.3,1348,6.2,54.35,138,2.38,0.87,-0.87
94.8,3.35,6.35,0.62,1.06,0.32,3.28,-9.254956776,-137.7285906,-4.661391282,10.027232932477062,31.916072249491567,-17.85011861,3.37,1.56,94.1,2134,6.1,54.41,142,1.5,0.62,-0.62
93.9,3.15,6.35,0.76,1.04,-1.67,2.21,-14.045212,-135.9400333,-7.214216986,12.52094384514634,30.56781567,-17.73939108,3.37,1.55,93.3,1987,6.3,54.24,141,1.58,0.76,-0.76
96.5,3.07,6.35,0.72,1.4,-0.5,2.31,-11.10714441,-139.8558372,-8.304854759,11.919617673593011,31.36713994355052,-12.05548887,3.3,1.5,96.2,2464,6.3,54.19,143,1.07,0.72,-0.72
94.5,3.11,6.4,0.61,1.22,-0.51,3.49,-10.76215505,-137.2168243,-4.580898395,10.072661950341368,30.22061826930953,-15.92380674,3.3,1.5,94.2,2405,6.2,54.27,148,1.34,0.61,-0.61
84,2.87,6.47,0.62,1.01,0.46,1.18,-6.825015105,-122.0598778,-7.910417174,7.438119226707674,20.93651686243388,-20.80625462,3.3,1.52,84.5,1381,6.4,54.11,148,2.2,0.62,-0.62
95.5,3.06,6.46,0.61,1.21,1.03,2.3,-6.709429586,-138.7996328,-8.071080709,9.366468834411252,29.522730654414183,-14.88664283,3.41,1.56,95.5,2433,6.3,54.25,153,1.28,0.61,0.61
87.5,3.23,6.21,-0.13,0.18,-1.3,0.49,-10.66290165,-127.0121297,-8.097052699,0.4754662179257986,22.46000138241508,-28.79938366,3.23,1.54,88,2129,6.4,54.06,159,2.77,-0.13,-0.13
94.2,2.81,6.49,0.92,1.41,0.41,1.85,-8.253790739,-136.6858182,-9.388420339,13.399062266569029,31.342172730113884,-12.58168509,3.41,1.63,93.7,2330,6.2,54.25,146,1.19,0.92,0.92
86.8,3.17,6.31,-0.06,0.31,-0.18,2.13,-7.877776238,-126.1956154,-4.49914206,0.8135738840862795,22.96830578469713,-28.15469277,3.41,1.67,87,2210,6.3,54.25,173,2.69,-0.06,-0.06
86.8,3.32,6.29,-0.07,0.35,0.97,3.18,-5.459586015,-126.371205,-2.00918275,0.2719013888225497,23.62000219029626,-28.26644329,3.41,1.64,86.8,2110,6.1,54.4,156,2.66,-0.07,-0.07
95.9,3.06,6.41,1.08,1.35,0.44,2.61,-9.343754706,-139.2268902,-7.45897123,16.194453387995907,32.43408564828731,-13.03039284,3.41,1.56,95.6,2527,6.3,54.18,149,1.14,1.08,-1.08
88.6,3.54,6.09,0.03,0.28,-0.64,1.99,-10.22540956,-128.5754618,-4.469024675,2.5134536220921064,27.02707002848848,-28.33238141,3.41,1.56,88.1,2249,6.2,54.33,158,2.65,0.03,-0.03
95.2,2.85,6.43,0.64,1.33,-0.6,1.12,-10.44354489,-137.7734677,-11.10264128,10.715123330670824,33.975257907054164,-12.7649368,3.35,1.6,94.2,2349,6.2,54.25,150,1.24,0.64,-0.64
86.8,3.25,6.23,0.06,0.09,-0.66,1.79,-9.434303,-126.0731471,-4.543946329,2.6541672708434567,27.026571315893356,-30.40862283,3.41,1.56,86.2,2115,6.2,54.35,144,2.96,0.06,-0.06
87,3.35,6.24,-0.07,0.22,0.12,1.63,-7.601722208,-126.4189223,-5.265718021,0.9505504302168044,27.87306352723004,-28.85740399,3.41,1.62,86.5,2165,6.2,54.25,159,2.82,-0.07,0.07
94.7,3.03,6.33,0.78,1.38,0.5,1.32,-8.326237506,-137.3961674,-10.4201452,11.759137650732558,30.677750070696856,-12.48654612,3.41,1.61,94.4,2355,6.3,54.18,142,1.18,0.78,-0.78
94.1,3.08,6.38,0.78,1.42,-0.09,1.71,-9.909307833,-136.4308655,-9.495226755,11.94295374494173,29.716037446293893,-12.38717317,3.35,1.48,93.7,2330,6.2,54.25,146,1.17,0.78,-0.78
86.4,3.26,6.21,-0.13,0.24,-0.35,1.79,-8.316660116,-125.5582354,-4.785497131,0.3409270900555801,25.487103556044428,-28.85036163,3.29,1.49,86.3,2213,6.3,54.2,152,2.82,-0.13,0.13
94.1,3.03,6.38,0.46,1.43,-1.39,2.16,-12.41323596,-136.2917736,-8.312916327,8.624696353700545,31.38883329500474,-12.54649605,3.29,1.49,93.4,2341,6.2,54.28,149,1.18,0.46,-0.46
82.6,2.7,6.52,0.6,1.02,0.19,0.71,-6.891369634,-120.0119483,-8.78446774,7.033354081427038,19.43737102202777,-20.89468364,3.22,1.49,83.1,1481,6.3,54.16,141,2.29,0.6,-0.6
86.1,3.57,6.13,0.06,0.38,0.79,2.78,-6.693041607,-125.261934,-2.513031074,1.8253401015456008,23.17125643549233,-27.86622901,3.23,1.5,86.4,2008,6.3,54.2,168,2.67,0.06,-0.06
94.2,3.08,6.35,0.8,1.15,1.24,2.93,-6.541420927,-137.0881305,-5.754240551,11.449861061647182,28.46280299270938,-16.59142007,3.29,1.51,94.3,2163,6.2,54.32,145,1.41,0.8,-0.8
86.2,3.41,6.1,-0.26,0.23,1.05,2.69,-5.099911269,-125.641905,-2.454821627,-1.895754114,22.16121014672578,-29.43056906,3.29,1.5,86.8,2088,6.3,54.18,165,2.79,-0.26,0.26
86.2,3.22,6.23,-0.34,0.54,-0.5,2.45,-8.096742549,-125.297563,-3.831184455,-2.005408711,25.13460730441081,-25.90791217,3.29,1.53,85.9,2014,6.2,54.34,138,2.53,-0.34,0.34
93.1,3.2,6.37,0.87,1.18,0.62,3.45,-8.511879099,-135.2962383,-4.346622293,12.509039842934715,27.34633786219155,-16.90300606,3.3,1.6,93.1,2124,6.2,54.3,145,1.44,0.87,-0.87
94.1,3.52,6.18,1,0.9,1.34,1.82,-7.83592188,-136.7876944,-7.635955608,14.125709217585753,26.28225507831596,-19.35869887,3.46,1.62,94.2,2220,6.1,54.36,140,1.65,1,-1
81.7,3.01,6.59,0.55,0.96,1.85,5.6,-3.647659325,-119.0115272,2.3686927045480246,5.908908019478673,19.14500985315529,-23.48932953,3.41,1.57,81.9,1356,6,54.49,138,2.4,0.55,-0.55
93.4,3.34,6.36,0.77,1.31,1.12,3.23,-7.369157028,-135.7448184,-5.114600621,11.212364286468071,31.590445502792413,-15.08432435,3.38,1.62,92.6,2291,6,54.5,140,1.33,0.77,-0.77
93.6,3.35,6.29,0.71,1.35,-0.12,2.83,-10.47095416,-135.7876285,-6.078289153,11.24337115804422,31.74732181250277,-14.29891435,3.3,1.5,92.8,2164,6.1,54.35,142,1.28,0.71,-0.71
92.7,3.22,6.35,0.67,1.28,-1.42,3.18,-13.24795706,-134.3084099,-5.061640957,11.012410089393397,29.01981206632245,-15.66287113,3.3,1.48,92.2,2139,6.2,54.29,143,1.39,0.67,-0.67
88,3.41,6.2,-0.24,0.54,0.53,2.57,-6.503052284,-128.0048338,-3.844696756,-1.334249371,25.42767887037061,-25.59348552,3.55,1.63,88.1,2030,6.3,54.21,172,2.39,-0.24,0.24
95.2,3.35,6.25,0.95,1.31,1.38,2.98,-7.268922605,-138.3817241,-5.82302182,13.865939980682365,32.201975593824336,-14.22672181,3.33,1.63,94.5,2204,6.1,54.44,137,1.22,0.95,-0.95
96.9,3.13,6.36,0.76,1.48,-0.1,3.5,-10.33152879,-140.5479123,-5.383385562,12.587575334342649,35.628452009860446,-11.53466851,3.55,1.63,96.1,2345,6.3,54.23,146,0.99,0.76,-0.76
80.8,2.75,6.54,0.65,1.15,-0.63,3.03,-8.735443265,-117.3084452,-3.304453121,7.726454254,22.95903273723572,-21.14739041,3.36,1.63,80.4,1355,6.2,54.26,138,2.37,0.65,-0.65
83.4,2.82,6.52,0.78,1.34,0.76,1.31,-6.280956527,-121.0154082,-8.102396449,8.948186545316652,24.51687023597488,-17.60119637,3.37,1.63,83.2,1526,6.4,54.12,139,1.97,0.78,-0.78
94.4,2.92,6.43,0.9,1.48,-0.32,2.24,-10.37504311,-136.8400065,-8.408080846,13.67033149434046,32.69847721283099,-11.81339669,3.55,1.63,93.7,2159,6.3,54.24,145,1.12,0.9,-0.9
82.4,2.5,6.6,0.57,1.13,0.09,1.89,-6.56714339,-119.5901565,-6.274968475,6.788844966960975,25.713449844797253,-20.26281393,3.47,1.59,81.8,1402,6.3,54.22,143,2.28,0.57,-0.57
82.8,2.73,6.5,0.74,1.32,0.38,0.94,-6.802135486,-120.0843751,-8.638398156,8.586904460090906,26.24617593607251,-17.78302665,3.47,1.59,82.1,1432,6.3,54.18,138,2.06,0.74,-0.74
86.3,3.51,6.24,-0.01,0.73,0.36,1.62,-7.450784164,-125.4693297,-6.237802996,1.354951863416917,25.103813808525967,-23.41409214,3.47,1.59,86.2,2038,6.2,54.25,162,2.34,-0.01,0.01
93.9,2.57,6.5,0.38,1.65,-0.5,3.25,-8.774950556,-136.4374041,-6.313797872,6.698897361004065,30.48653865795642,-10.28963436,3.41,1.56,93.6,2253,6.2,54.28,150,0.94,0.38,0.38
93.1,2.94,6.39,0.79,1.51,-0.27,2.72,-9.956532101,-135.011232,-6.87382099,11.888463662999856,30.213056433393703,-12.39134654,3.26,1.56,92.7,2215,6.3,54.2,143,1.15,0.79,0.79
94.2,3.32,6.2,0.76,1.48,-0.14,2.1,-10.6443855,-136.5827712,-8.169533482,11.91538873549851,31.17250750683333,-11.90642806,3.47,1.59,93.9,2173,6.4,54.13,141,1.11,0.76,0.76
83.7,3.36,6.21,-0.22,0.14,0.64,2.29,-5.851813332,-121.8325977,-2.880687495,-0.940001885,25.083121644194293,-30.43616297,3.36,1.59,83.6,2042,6.3,54.21,185,3.13,-0.22,-0.22
92.4,3.22,6.29,0.57,1.62,-0.81,1.5,-11.4547879,-133.8049379,-9.821349418,9.447211139431015,30.638930230991104,-10.5783706,3.4,1.53,91.8,2154,6.3,54.19,140,1.09,0.57,0.57
85.3,3.28,6.32,-0.29,0.66,0.48,4,-5.998576855,-124.108987,-0.440308615,-1.694499064,26.42986378042469,-25.50309776,3.41,1.59,85,2146,6.2,54.25,174,2.49,-0.29,-0.29
83.8,3.35,6.28,-0.16,0.48,1.15,3.72,-4.77280966,-122.021224,-0.48835288,-0.652951961,23.27938927803333,-27.47177566,3.38,1.59,84,1922,6.3,54.15,165,2.75,-0.16,-0.16
84.2,3.29,6.28,-0.07,0.59,1.31,2.73,-4.465912467,-122.600052,-3.003428212,0.2738175468704084,25.48159241155647,-25.80949626,3.42,1.59,84,1920,6.3,54.24,169,2.63,-0.07,-0.07
95.1,3.28,6.25,0.65,1.6,0.45,4.27,-8.888798723,-138.143737,-3.104355773,10.360223026642291,31.42831445735097,-11.21248437,3.24,1.51,95.1,2233,6.4,54.08,143,0.93,0.65,-0.65
95.2,3.26,6.18,0.79,1.32,-0.75,2.86,-12.25999032,-138.0605712,-6.021724851,12.73977746,30.086799092544545,-14.0944634,3.16,1.51,95.2,2201,6.4,54.06,140,1.21,0.79,-0.79
90,3.02,6.26,-0.17,0.61,-1.32,0.88,-10.38921954,-130.6194892,-8.737626681,-0.048147407,23.634646621636964,-23.57814649,3.27,1.51,90.4,2210,6.4,54.11,160,2.18,-0.17,0.17
96.6,3,6.33,0.95,1.4,-0.35,2.07,-11.00230138,-140.0625425,-8.903006759,14.88259709776208,30.72683026816504,-11.81328218,3.32,1.51,96.1,2212,6.2,54.34,144,1.05,0.95,-0.95
94.9,3.22,6.35,0.78,1.35,1.3,4.34,-6.761020742,-138.0130848,-2.592625243,11.541422599485308,31.138735406449623,-14.50230336,3.2,1.51,94.6,2231,6.2,54.31,149,1.18,0.78,-0.78
82.9,2.75,6.53,0.77,1.02,-0.58,2.29,-9.115552856,-120.364784,-5.207857292,9.237992066970818,22.475633075097186,-21.38205619,3.32,1.51,83,1236,6.4,54.13,144,2.3,0.77,-0.77
94.1,3.16,6.32,1.05,1.32,-0.64,2.18,-12.13546377,-136.2362298,-7.861522262,15.835084041906748,31.043596562981644,-14.05906102,3.24,1.51,93.5,2185,6.3,54.22,142,1.29,1.05,-1.05
88,3.42,6.24,-0.08,0.6,0.03,2.85,-8.063119922,-127.9702507,-3.432360739,0.6745802250597158,23.91967331474198,-25.00751238,3.32,1.51,88.2,2219,6.2,54.27,154,2.32,-0.08,0.08
94.2,2.92,6.3,0.74,1.56,-0.84,1.75,-11.34880607,-136.4495688,-9.503182631,11.747599468935675,30.884400434552475,-10.58259876,3.32,1.51,93.7,2222,6.3,54.19,145,1.03,0.74,-0.74
93.4,3.16,6.27,0.93,1.6,0.28,3.63,-9.460710207,-135.6839696,-4.559647949,13.631687401922823,30.974189050151708,-11.56787249,3.32,1.51,93.3,2289,6.4,54.06,144,1.03,0.93,-0.93
